city,deliveryTime,foodType,price,restaurantName
balurghat,32 MINS,South Indian,₹250 FOR TWO,Mr. & Mrs.Idly
balurghat,33 MINS,Fast Food,₹100 FOR TWO,The New Nirala Roll Corner
balaghat,-- MINS,"Fast Food, Chinese",₹200 FOR TWO,NATURAL BAKES AND CAFE
balaghat,-- MINS,"Chinese, Fast Food, Italian, Beverages",₹200 FOR TWO,Moms Kitchen
balaghat,-- MINS,"South Indian, Desserts, Chinese, Beverages",₹150 FOR TWO,India Coffee House
balaghat,-- MINS,"Asian, Biryani, Cafe, Chinese, Desserts, Fast Food, Italian",₹250 FOR TWO,Dwarika the rooftop restaurant
balurghat,34 MINS,"South Indian, Chinese, Indian",₹300 FOR TWO,U & Me Pure Veg Restaurant
balurghat,34 MINS,"Fast Food, Biryani",₹150 FOR TWO,Balurghat Fast Food Point
balurghat,35 MINS,"Chinese, Fast Food",₹100 FOR TWO,Disha Restaurant
balurghat,38 MINS,"Chinese, Indian",₹200 FOR TWO,Foodie's Heaven
balurghat,39 MINS,North Indian,₹200 FOR TWO,"""Cafe Downtown"""
balaghat,-- MINS,Bakery,₹150 FOR TWO,Maa Bakery And Daily Needs
ballarpur,-- MINS,"Indian, North Indian",₹150 FOR TWO,Apna Kitchen
ballarpur,-- MINS,"Fast Food, Chinese",₹150 FOR TWO,Hotel M & D
ballarpur,-- MINS,"Biryani, Kebabs, Tandoor",₹200 FOR TWO,TANISHKA HOTEL
ballarpur,-- MINS,"Fast Food, Beverages, North Indian",₹100 FOR TWO,Patel Dabeli
banswara,48 MINS,North Indian,₹300 FOR TWO,bhai ji ke parathe
banswara,49 MINS,Beverages,₹100 FOR TWO,Hakimi Cafe
banswara,46 MINS,Chinese,₹250 FOR TWO,Z.A.S.H. Kitchen - by Chef Shirin
banswara,46 MINS,"Chinese, Fast Food",₹200 FOR TWO,Tastebuds
banswara,44 MINS,Beverages,₹100 FOR TWO,novelty juice centre
banswara,50 MINS,"Chinese, Fast Food",₹250 FOR TWO,foodway restaurant
banswara,61 MINS,"North Indian, Desserts, Fast Food",₹350 FOR TWO,purnima dining hall
banswara,52 MINS,Fast Food,₹200 FOR TWO,chatkazz-kaniska fast food corner
banswara,-- MINS,Desserts,₹300 FOR TWO,jodhpur misthan bhandar
banswara,-- MINS,"North Indian, Fast Food",₹200 FOR TWO,wrapstick
banswara,-- MINS,"Fast Food, Street Food",₹150 FOR TWO,Pandit Pav Bhaji
bapatlachirala,-- MINS,"Bakery, Beverages, Desserts, Sweets",₹100 FOR TWO,Ravi Sweets & Cool Drinks
bapatlachirala,-- MINS,Andhra,₹100 FOR TWO,Dattatreya Food Court
bapatlachirala,-- MINS,"Desserts, Sweets, Beverages",₹100 FOR TWO,Guru Krupa Bakery
bapatlachirala,-- MINS,"Andhra, Beverages, Desserts",₹300 FOR TWO,Snow World
bapatlachirala,-- MINS,"Fast Food, Biryani",₹200 FOR TWO,Orange Family Restaurant
bapatlachirala,-- MINS,"European, Italian",₹200 FOR TWO,Pizza Point
bapatlachirala,-- MINS,"Ice Cream, Beverages",₹200 FOR TWO,Bheemas Ice creams
bapatlachirala,-- MINS,Biryani,₹200 FOR TWO,Aashiq Restaurant
bapatlachirala,-- MINS,"Beverages, Desserts, Pizzas",₹200 FOR TWO,Bon Pizza
baramati,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
baramati,-- MINS,Ice Cream,₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
bantwal,-- MINS,"Biryani, Arabian, Seafood, Chinese, North Indian, South Indian",₹200 FOR TWO,Aania Darbar
bantwal,-- MINS,"North Indian, South Indian",₹200 FOR TWO,Silver Family Restaurant
bantwal,-- MINS,"North Indian, South Indian, Chinese",₹200 FOR TWO,Dakshin Court
bantwal,-- MINS,"North Indian, South Indian",₹200 FOR TWO,Sanman Bar and Restaurant
bantwal,-- MINS,"North Indian, South Indian",₹150 FOR TWO,Sky Mexico
bantwal,-- MINS,"Beverages, Desserts",₹100 FOR TWO,Padmashree Ice Parlour
bantwal,-- MINS,"Beverages, Desserts",₹100 FOR TWO,New Vijay Iyengar Bakery
bantwal,-- MINS,"Fast Food, North Indian",₹200 FOR TWO,Hotel Mathsya Sagar
bantwal,-- MINS,"South Indian, North Indian, Desserts, Beverages",₹200 FOR TWO,Hotel Rangoli
bantwal,-- MINS,Indian,₹200 FOR TWO,Chikori Bar and Restaurant
bantwal,-- MINS,"North Indian, South Indian, Beverages",₹200 FOR TWO,Krishnima Veg
bantwal,-- MINS,"North Indian, South Indian, Fast Food",₹150 FOR TWO,Hotel New Sarathi
bantwal,-- MINS,"Desserts, Juices, Pizzas",₹200 FOR TWO,Le Loft Cafe
bantwal,-- MINS,North Indian,₹200 FOR TWO,Hotel Good Luck
bardhaman,25 MINS,"Biryani, Indian",₹150 FOR TWO,First Choice Biryani
bardhaman,25 MINS,Biryani,₹150 FOR TWO,Lucky Biryani
bardhaman,25 MINS,"Indian, Tandoor, Chinese, Fast Food, Biryani",₹300 FOR TWO,Canteen C1
bardhaman,25 MINS,Biryani,₹200 FOR TWO,Celebration Biryani
bardhaman,25 MINS,"Biryani, Indian",₹200 FOR TWO,Badsahi Biriyani
bardhaman,25 MINS,"Indian, Chinese, Tandoor",₹250 FOR TWO,C3
bardhaman,25 MINS,Bakery,₹100 FOR TWO,Paramount's Cake Shop
bardhaman,25 MINS,"Biryani, Indian",₹150 FOR TWO,Hydrabadi Biryani
bardhaman,25 MINS,"North Indian, Chinese, Tandoor, Fast Food",₹200 FOR TWO,The Grub Club
bardhaman,25 MINS,"Desserts, Fast Food",₹150 FOR TWO,Shree Krishna - The Heritage.
bardhaman,25 MINS,"Fast Food, Chinese",₹250 FOR TWO,Yumient Restaurant
bardhaman,25 MINS,Biryani,₹150 FOR TWO,Badsahi Biryani
bardhaman,26 MINS,"North Indian, Chinese, Fast Food, Tandoor",₹350 FOR TWO,New Red Chilly
bardhaman,25 MINS,"North Indian, Tandoor, Chinese, Thai",₹250 FOR TWO,Rubi Restaurant & Hotel
bardhaman,25 MINS,"Biryani, Combo",₹300 FOR TWO,Azmat 
bardhaman,25 MINS,"Biryani, Indian",₹200 FOR TWO,Biriyani Bangla
basirhat,25 MINS,"Indian, Chinese, Biryani, Tandoor",₹300 FOR TWO,Chill Out Restaurant
basirhat,25 MINS,"Biryani, Chinese, Indian",₹200 FOR TWO,New Kitchen King II
basirhat,25 MINS,Indian,₹350 FOR TWO,HOICHOI Cafe & Restaurant
basirhat,33 MINS,"Fast Food, Snacks",₹200 FOR TWO,Dining Divas Cafe
basirhat,-- MINS,Fast Food,₹100 FOR TWO,New QFC
basirhat,-- MINS,Biryani,₹200 FOR TWO,Kitchen King Restaurant
basirhat,-- MINS,Fast Food,₹100 FOR TWO,Basirhat cafe
basirhat,-- MINS,Mughlai,₹200 FOR TWO,Aman Haji Biryani House
basirhat,-- MINS,"Chinese, Indian",₹100 FOR TWO,Only Momo
basirhat,-- MINS,Indian,₹200 FOR TWO,SFC Fast Food Center
basirhat,-- MINS,Mughlai,₹200 FOR TWO,A-1 Haji Biryani
baraut,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
baraut,-- MINS,Ice Cream,₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
basti,29 MINS,"Chinese, North Indian, Beverages",₹200 FOR TWO,The Dragon King Restaurant
basti,32 MINS,"Bakery, Desserts, Snacks, Combo",₹200 FOR TWO,Good Bakery
basti,32 MINS,"Italian-American, Chinese, Beverages",₹200 FOR TWO,JJ Pizza N Caffe
basti,37 MINS,"Chinese, Combo, Desserts, North Indian",₹100 FOR TWO,Lunch Box
basti,42 MINS,"Bakery, Italian-American, Desserts, Beverages",₹80 FOR TWO,Baker's Treat
basti,45 MINS,"North Indian, South Indian, Sweets, Beverages, Italian-American",₹100 FOR TWO,New Vijay Balla Sweets & Restaurant
basti,-- MINS,"Italian-American, Combo, North Indian",₹100 FOR TWO,Right Away Fast Food
basti,-- MINS,"Combo, Chaat, Chinese, Desserts, Beverages, Snacks",₹100 FOR TWO,Tikki Wala
basti,-- MINS,"Chinese, North Indian, Italian-American, Combo, Beverages",₹200 FOR TWO,Just For You Chattar Patter
basti,-- MINS,"South Indian, Bakery, Chinese, Beverages, Desserts, Italian-American",₹100 FOR TWO,New Madhur Sweets & Restaurant
basti,-- MINS,"Chinese, North Indian, Biryani, Mughlai, Snacks, Beverages",₹200 FOR TWO,Just For You Restaurant
basti,-- MINS,"North Indian, Chinese, South Indian, Desserts, Italian-American",₹150 FOR TWO,JJ Pizza @99
bareilly,33 MINS,"Indian, Mughlai",₹200 FOR TWO,Mobile Fish Parlour
bareilly,31 MINS,"North Indian, Chinese",₹300 FOR TWO,Dhaba Santa Banta
bareilly,29 MINS,"Biryani, Mughlai",₹150 FOR TWO,Al Nawab Chicken Biryani
bareilly,28 MINS,Snacks,₹100 FOR TWO,Mumbai Vada Pav No.1
bareilly,32 MINS,Pizzas,₹350 FOR TWO,Pizza Hut
bareilly,25 MINS,"Mughlai, Indian",₹150 FOR TWO,Shahi Saqlaini Moradabadi Biryani
bareilly,32 MINS,"Chinese, Mughlai, Indian, Continental",₹400 FOR TWO,Krishnaz Restaurant
barnala,35 MINS,"Fast Food, Beverages",₹80 FOR TWO,Delight Food Cafe
bardoli,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bareilly,31 MINS,North Indian,₹250 FOR TWO,Atithi Express
bareilly,28 MINS,"Bakery, Desserts",₹100 FOR TWO,Bakewell
bareilly,52 MINS,Chinese,₹300 FOR TWO,Rolling Panda
bareilly,27 MINS,"North Indian, Combo, Healthy Food",₹250 FOR TWO,Bite
bareilly,30 MINS,"North Indian, South Indian, Chinese, Mughlai",₹150 FOR TWO,Swad Restaurant
bareilly,38 MINS,"Bakery, Cafe, Continental",₹500 FOR TWO,Boston-Bakery and Cafe
barnala,35 MINS,Pizzas,₹200 FOR TWO,JOKER PIZZA
barnala,35 MINS,North Indian,₹300 FOR TWO,Patiala Chicken
barnala,27 MINS,"Italian, Continental, Beverages",₹90 FOR TWO,Burger Bar
barnala,36 MINS,"North Indian, Chinese, Snacks, Desserts, Beverages",₹250 FOR TWO,Visit Restaurant
barnala,38 MINS,"Chinese, Snacks",₹60 FOR TWO,Ram Fast Food
barnala,32 MINS,Continental,₹250 FOR TWO,Burger13
bardoli,34 MINS,"Fast Food, Snacks",₹200 FOR TWO,Chamunda Pavbhaji and Pulao
bardoli,34 MINS,Desserts,₹200 FOR TWO,Shree Rajasthan Sweets and Farsan
bardoli,34 MINS,"Fast Food, Italian",₹250 FOR TWO,Shree Kesariya Juice and Fast Food
bareilly,30 MINS,"Afghani, Biryani, Hyderabadi, Mughlai, North Indian",₹150 FOR TWO,Bawarchi Express
bareilly,31 MINS,"Desserts, Fast Food, North Indian",₹150 FOR TWO,Dinesh Kachori Sweets Pack & Go
barnala,40 MINS,"Fast Food, North Indian",₹200 FOR TWO,Dimple chicken
barnala,37 MINS,Italian,₹200 FOR TWO,Club Pizzeria
barnala,36 MINS,Chinese,₹100 FOR TWO,Rams Fast Food
barnala,35 MINS,"Fast Food, Beverages, Desserts",₹80 FOR TWO,Friends Fast Food
barnala,33 MINS,"Chinese, Indian",₹150 FOR TWO,SARBAT RASSOI
bardoli,37 MINS,"Chinese, Fast Food, Gujarati, Punjabi",₹300 FOR TWO,Vrundavan restaurant
bardoli,38 MINS,Fast Food,₹200 FOR TWO,Vaggie Treat Fast Food
bardoli,-- MINS,"Fast Food, Snacks",₹50 FOR TWO,Jay jalaram aloopuri dabeli
bardoli,-- MINS,"American, Biryani, Mughlai",₹200 FOR TWO,Kebab King
bardoli,-- MINS,South Indian,₹200 FOR TWO,Raj Pav Bhaji and  Fancy Dosa Corner
bareilly,33 MINS,"Bakery, Continental",₹300 FOR TWO,Creams & Dreams(Bakery & Cafe)
barnala,33 MINS,Ice Cream,₹150 FOR TWO,Havmor ice cream
barnala,34 MINS,"Fast Food, Mexican, Beverages",₹100 FOR TWO,Hello Food
barnala,35 MINS,Indian,₹99 FOR TWO,RadhaRaman Amritsari Restaurant
barnala,41 MINS,"Italian, Continental, Fast Food, Snacks, Beverages, Desserts",₹100 FOR TWO,Dream Cafe
bardoli,-- MINS,North Indian,₹300 FOR TWO,Shree Khodiyar Kathiyawadi Dhaba
beawar,39 MINS,"Chinese, North Indian, Fast Food",₹200 FOR TWO,The Hungry Owl
beawar,30 MINS,North Indian,₹200 FOR TWO,Lumbji Ka Dhaba
beawar,30 MINS,"Bakery, Desserts",₹100 FOR TWO,Lucky Bakery
beawar,33 MINS,"Chinese, South Indian, North Indian, Continental, Desserts, Fast Food, Italian, ...",₹250 FOR TWO,Ramada Inn
beawar,32 MINS,"Chinese, North Indian, Fast Food, Italian, Beverages",₹250 FOR TWO,Royal Pizza Club
beawar,33 MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Italian",₹250 FOR TWO,Hotel Shree Tamanna Restaurant
beawar,36 MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Italian, Beverages",₹250 FOR TWO,Kapil Restaurent
beawar,35 MINS,"Fast Food, Beverages",₹150 FOR TWO,Sip of Tea Cafe
beawar,30 MINS,North Indian,₹70 FOR TWO,Kailash Pan Bhandar
beawar,33 MINS,"Chinese, Fast Food, Juices, Snacks",₹250 FOR TWO,SHREE RAM RESTAURANT AND CAFE
beawar,-- MINS,"North Indian, Fast Food",₹250 FOR TWO,King's Haweli Cafe and Restaurant
beawar,-- MINS,Fast Food,₹200 FOR TWO,Roll Wale
beawar,-- MINS,"Beverages, Chinese, Continental, Fast Food",₹120 FOR TWO,Film City Mocktail Bar
beawar,-- MINS,"Fast Food, North Indian",₹150 FOR TWO,Shahi Darbar
bangalore,26 MINS,"South Indian, Biryani, Kerala, North Indian, Chinese",₹300 FOR TWO,Thalassery Restaurant
bangalore,30 MINS,Biryani,₹300 FOR TWO,Donne Biriyani House
bangalore,23 MINS,"Biryani, Andhra, South Indian, North Indian, Chinese, Seafood",₹500 FOR TWO,Meghana Foods
bangalore,27 MINS,"Andhra, Biryani, Indian",₹500 FOR TWO,Nandhini Deluxe
bangalore,36 MINS,Biryani,₹400 FOR TWO,Mani's Dum Biryani
bangalore,25 MINS,South Indian,₹300 FOR TWO,Donne Biriyani House
bangalore,21 MINS,"Biryani, Combo, Andhra, South Indian, Desserts, Biryani - Shivaji Military Hotel...",₹100 FOR TWO,Donne Biryani
bangalore,43 MINS,"North Indian, Punjabi, Chinese, Indian, Biryani",₹200 FOR TWO,Punjabi Dhaba
bangalore,53 MINS,Home Food,₹250 FOR TWO,Khichadi Club
bangalore,26 MINS,"Kerala, Chinese",₹300 FOR TWO,Kannur Food Point
bangalore,31 MINS,"South Indian, Thalis, Snacks, Biryani, Fast Food, Indian, Chinese, Desserts, Bev...",₹100 FOR TWO,Namaste
bangalore,23 MINS,"Biryani, South Indian, Kebabs, Combo",₹350 FOR TWO,RNR Biryani - Taste of 1953
bangalore,24 MINS,"Chinese, South Indian, North Indian, Fast Food, Mexican, Kerala",₹300 FOR TWO,Kabab magic
bangalore,26 MINS,"American, Fast Food",₹350 FOR TWO,Burger King
bangalore,27 MINS,"Chettinad, Thalis, Biryani, Chinese, Tandoor",₹600 FOR TWO,Anjappar
bangalore,21 MINS,"Andhra, South Indian",₹600 FOR TWO,Nagarjuna
batala,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
batala,-- MINS,"North Indian, South Indian",₹150 FOR TWO,BIRYANI DARBAR
batala,-- MINS,North Indian,₹200 FOR TWO,chandan dhaba
batala,-- MINS,North Indian,₹150 FOR TWO,Mother's Mess
batala,-- MINS,North Indian,₹250 FOR TWO,Sant vaishno Dhaba
batala,-- MINS,"North Indian, South Indian, Chinese, Italian",₹200 FOR TWO,Laziz Hotel & Restaurant
batala,-- MINS,North Indian,₹150 FOR TWO,pind punjabi
batala,-- MINS,"North Indian, Fast Food, Chinese",₹250 FOR TWO,Shubh Foodz
batala,-- MINS,North Indian,₹250 FOR TWO,Kitchen 24/7
batala,-- MINS,Fast Food,₹99 FOR TWO,Foodies 
batala,-- MINS,"North Indian, Chinese, Mughlai",₹300 FOR TWO,First Bite
batala,-- MINS,"Fast Food, Italian",₹150 FOR TWO,hunger jacks pizzera
batala,-- MINS,"North Indian, Fast Food, Italian",₹200 FOR TWO,x burger house
beed,-- MINS,"Biryani, Indian",₹200 FOR TWO,Biriyani Palace
beed,-- MINS,"Biryani, Chinese",₹150 FOR TWO,MADINA CHINEESE
beed,-- MINS,"Punjabi, Maharashtrian",₹200 FOR TWO,HOTEL VIKRAM VEG AND NONVEG
beed,-- MINS,"Pizzas, Cafe",₹200 FOR TWO,Shrimant Happy Crust Cafe
beed,-- MINS,"Fast Food, Chinese",₹0 FOR TWO,Sagar Chinese  Chicken
beed,-- MINS,Fast Food,₹60 FOR TWO,No 1 Puneri Special Shabudana Wada
beed,-- MINS,"Cafe, Pizzas, Beverages, Ice Cream",₹200 FOR TWO,Pizza Planet
beed,-- MINS,"Biryani, Maharashtrian, Punjabi",₹150 FOR TWO,HOTEL RAJGAD DHABA
beed,-- MINS,"North Indian, Maharashtrian, Punjabi",₹250 FOR TWO,Maithili Resto Park
beed,-- MINS,Indian,₹250 FOR TWO,Dosa Plaza Punjabi Dishe's
beed,-- MINS,"Desserts, Bakery",₹299 FOR TWO,MYN'S CAKE VALLEY
beed,-- MINS,"North Indian, Punjabi, Maharashtrian, Chinese, Gujarati, Fast Food",₹0 FOR TWO,Hotel Maithili
beed,-- MINS,"Sweets, Snacks",₹150 FOR TWO,Chetana Sweets & Namkeen
beed,-- MINS,"North Indian, South Indian, Chinese",₹0 FOR TWO,Hotel Sagar Executive
beed,-- MINS,"Fast Food, Chaat",₹0 FOR TWO,Shantiraj Bhel Pakodi Center
barshi,24 MINS,"North Indian, Chinese",₹300 FOR TWO,Hotel Amar Veg- Non- Veg Family Restaurant
barshi,29 MINS,"Continental, Chinese, North Indian, Italian",₹200 FOR TWO,Sheetal Food Mall
barshi,30 MINS,"North Indian, Chinese, Tandoor, Beverages",₹400 FOR TWO,Hotel RamKrishan Executive
barshi,26 MINS,"Beverages, Ice Cream, Juices",₹100 FOR TWO,DILSHAD ICE CREAM AND MASTANI
barshi,36 MINS,Pizzas,₹300 FOR TWO,Laziz Pizza
barshi,32 MINS,"American, Fast Food",₹150 FOR TWO,"Burger And Roll's House,"
barshi,22 MINS,Bakery,₹500 FOR TWO,Cake and Celebration Bhagwant Bakers
barshi,31 MINS,"Fast Food, Snacks",₹60 FOR TWO,Gayatri Snacks Center ( joshi bandu )
barshi,40 MINS,"North Indian, South Indian, Punjabi",₹200 FOR TWO,Hotel Pooja
barshi,-- MINS,"Fast Food, Chinese",₹100 FOR TWO,Goli Vadapv Center
barshi,-- MINS,Fast Food,₹70 FOR TWO,shree datta bhel
barshi,-- MINS,"Punjabi, Chinese, Tandoor, South Indian",₹150 FOR TWO,Nikita Veg Food Carnival
barshi,-- MINS,"North Indian, Punjabi, Thalis",₹180 FOR TWO,Hotel Rupali
barshi,-- MINS,Snacks,₹70 FOR TWO,Ganesh Hotel
behror,-- MINS,"North Indian, Fast Food",₹150 FOR TWO,Om Hotel
behror,-- MINS,Fast Food,₹100 FOR TWO,China Town Fast Food
bathinda,31 MINS,"Pizzas, Snacks",₹150 FOR TWO,Pizza Pizza Cafe
bathinda,26 MINS,North Indian,₹150 FOR TWO,Harman Amritsari Kulcha
bathinda,31 MINS,Fast Food,₹100 FOR TWO,Station Kulcha Bar
bathinda,26 MINS,North Indian,₹150 FOR TWO,Amrik Dhaba
bathinda,25 MINS,Fast Food,₹150 FOR TWO,Ansari Fast Food
bathinda,25 MINS,"Sweets, Bakery, Desserts, Rajasthani, Snacks, Fast Food",₹200 FOR TWO,Rajasthan Mishthan Bhandar
bathinda,24 MINS,"Chaat, Fast Food",₹100 FOR TWO,Shri Ram Paw Bhaji
bathinda,26 MINS,Beverages,₹150 FOR TWO,Harman Food Hub- By Harman Amritsari Kulcha
bathinda,24 MINS,Fast Food,₹150 FOR TWO,Roll Express
bathinda,30 MINS,North Indian,₹300 FOR TWO,Moti Mahal
bathinda,30 MINS,"North Indian, Punjabi, Mughlai, Tandoor, Kebabs, Salads",₹300 FOR TWO,Kammus Kitchen
bathinda,26 MINS,"North Indian, Snacks",₹120 FOR TWO,Mani Dhaba (Ajit Road)
bathinda,24 MINS,"Chinese, Fast Food",₹150 FOR TWO,Kapoor Chinese Corner
bathinda,26 MINS,North Indian,₹150 FOR TWO,Bawarchi Dhaba
bathinda,30 MINS,"Beverages, Combo, Desserts, North Indian, Thalis",₹150 FOR TWO,Mani Dhaba - Mehna Chowk
bathinda,30 MINS,"North Indian, Punjabi",₹150 FOR TWO,Honey Dhaba (Ajit Singh Road)
belgaum,42 MINS,North Indian,₹500 FOR TWO,EEFA - Appetite Fine Dine Restaurant
belgaum,33 MINS,"North Indian, Chinese, Mughlai",₹300 FOR TWO,Hotel Al - Bahar
belgaum,30 MINS,"Chinese, Indian, Tandoor",₹250 FOR TWO,Kareem s Kitchen
belgaum,30 MINS,"South Indian, North Indian, Chinese",₹270 FOR TWO,Hotel Panchamruth
belgaum,35 MINS,"Chinese, North Indian",₹350 FOR TWO,"Niyaaz, Tilakwadi"
belgaum,37 MINS,"North Indian, Chinese",₹500 FOR TWO,Zaika
belgaum,34 MINS,"North Indian, South Indian",₹300 FOR TWO,Hotel New Welcome
belgaum,29 MINS,"North Indian, Chinese",₹500 FOR TWO,"Saffron Vegetarian,Tilakwadi"
belgaum,39 MINS,"North Indian, South Indian",₹200 FOR TWO,Hotel Suvarn Mandir
belgaum,32 MINS,"South Indian, Chinese",₹200 FOR TWO,Hotel Uday Bhuvan
belgaum,34 MINS,"Italian, Continental, Pizzas, Mexican",₹300 FOR TWO,The Hidden Door
belgaum,39 MINS,Seafood,₹250 FOR TWO,Pai's Only Fish
belgaum,43 MINS,"Indian, Continental",₹300 FOR TWO,Heritage Kitchen
belgaum,35 MINS,"Chinese, Continental, North Indian",₹400 FOR TWO,MUNCH Cafe & Resto
belgaum,36 MINS,"Fast Food, Italian",₹200 FOR TWO,Pizza Corner
belgaum,43 MINS,Healthy Food,₹200 FOR TWO,Slim Fit Food Suppliment
begusarai,31 MINS,North Indian,₹150 FOR TWO,Maa Marwari Basa
begusarai,30 MINS,South Indian,₹200 FOR TWO,Grand South Street
begusarai,30 MINS,North Indian,₹200 FOR TWO,Shri Munna Hotel
begusarai,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
begusarai,30 MINS,Bakery,₹300 FOR TWO,Cake Club
begusarai,31 MINS,Sweets,₹200 FOR TWO,Adarsh Misthan Bhandar
begusarai,31 MINS,Bakery,₹300 FOR TWO,Chill Out
begusarai,33 MINS,Sweets,₹300 FOR TWO,Anupam Sweets
begusarai,34 MINS,"Chinese, Biryani",₹300 FOR TWO,KATHI JUNCTION (Biryani & Rolls)
begusarai,35 MINS,Indian,₹200 FOR TWO,THE SECOND WIFE FAST FOOD
begusarai,35 MINS,Italian,₹300 FOR TWO,Chill Out
begusarai,35 MINS,North Indian,₹300 FOR TWO,Anupam Family Restaurant
begusarai,35 MINS,Sweets,₹200 FOR TWO,Madhuwan Sweets
begusarai,36 MINS,"Bakery, Desserts",₹200 FOR TWO,Gautam Bakery
begusarai,37 MINS,Chinese,₹200 FOR TWO,Green Biryani House
begusarai,37 MINS,"Chinese, Indian, Kashmiri, Continental",₹300 FOR TWO,colonelkebab
bettiah,32 MINS,"Fast Food, Chinese, Italian",₹200 FOR TWO,Food Junction
bettiah,38 MINS,"South Indian, North Indian, Chinese, Continental",₹200 FOR TWO,Barbeque Nation Fine Dine Restaurant
bettiah,34 MINS,Indian,₹200 FOR TWO,The Park Biryani House
bettiah,28 MINS,North Indian,₹300 FOR TWO,R.K.Line Hotel
bettiah,29 MINS,Indian,₹200 FOR TWO,Champaran Handi Kabab
bettiah,27 MINS,North Indian,₹300 FOR TWO,Champaran Biryani House
bettiah,33 MINS,"Biryani, Indian",₹200 FOR TWO,Lazij Biryani House And Family Restaurant
bettiah,28 MINS,Indian,₹250 FOR TWO,Hotel Soniya Sapna
bettiah,25 MINS,"Fast Food, Desserts, Chinese",₹300 FOR TWO,Cake Palace
bettiah,27 MINS,Desserts,₹150 FOR TWO,Cheery Cake
bettiah,33 MINS,"North Indian, South Indian, Chinese, Fast Food, Desserts",₹200 FOR TWO,Hotel Bharat Jalpan
bettiah,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bettiah,25 MINS,"Desserts, Fast Food",₹200 FOR TWO,Sweets Home
bettiah,-- MINS,Indian,₹200 FOR TWO,Hotel Dana Pani
bettiah,-- MINS,"North Indian, Chinese, Fast Food",₹200 FOR TWO,New Hyderabadi Biryani
betul,36 MINS,"Desserts, Sweets",₹180 FOR TWO,Kunal Sweets
betul,36 MINS,North Indian,₹250 FOR TWO,Danapani Restaurant
betul,38 MINS,"Chinese, North Indian, South Indian",₹200 FOR TWO,Panchwati Restaurant
betul,38 MINS,"Mughlai, North Indian",₹200 FOR TWO,Taj Chicken Biryani Center
betul,38 MINS,Bakery,₹250 FOR TWO,Zaika The Bakery
betul,38 MINS,"Mughlai, North Indian",₹220 FOR TWO,Hotel Mahfil
betul,33 MINS,"Italian, Chinese, Fast Food, Beverages",₹200 FOR TWO,Cafe Licious
betul,55 MINS,"Italian, Fast Food, Chinese",₹200 FOR TWO,Shamby's Pizza Cafe
betul,36 MINS,"Biryani, Mughlai",₹200 FOR TWO,Hyderabadi Biryani Center
betul,33 MINS,"North Indian, South Indian, Chinese",₹200 FOR TWO,AB Restaurant
betul,38 MINS,Bakery,₹400 FOR TWO,Choco Beans chocolate
betul,38 MINS,"Desserts, Ice Cream",₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
betul,-- MINS,Fast Food,₹150 FOR TWO,Taj Eggroll Center
bhadravati,-- MINS,"South Indian, North Indian",₹200 FOR TWO,Vijaya Canteen
bhadravati,-- MINS,"South Indian, North Indian, Tandoor, Beverages, Ice Cream",₹200 FOR TWO,Nammaru Cafe
bhadravati,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Hotel Minar
bhadravati,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Kanchana Icecafe
berhampore,33 MINS,"Indian, Biryani, Beverages",₹250 FOR TWO,GO GREEN (Pure- Veg)
berhampore,32 MINS,"Indian, Chinese, Tandoor, Biryani, Fast Food",₹250 FOR TWO,The Chef House
berhampore,29 MINS,"Chinese, Indian, Tandoor, Continental, South Indian, Beverages, Desserts",₹250 FOR TWO,Khao Piyo Jiyo
berhampore,29 MINS,"Indian, Bengali",₹250 FOR TWO,Mondal's Restaurant
berhampore,29 MINS,Biryani,₹250 FOR TWO,Kolkata Haji Biryani
berhampore,33 MINS,"Chinese, Indian, Tandoor",₹400 FOR TWO,Roxy Restaurant
berhampore,29 MINS,"Chinese, Indian, Tandoor",₹250 FOR TWO,Hotel Sunshine
berhampore,39 MINS,"Indian, North Indian",₹350 FOR TWO,Hotel Nandini
berhampore,36 MINS,"Biryani, Chinese, Snacks",₹250 FOR TWO,Petuk food Corner
berhampore,36 MINS,"Biryani, Chinese",₹250 FOR TWO,Apex Hotel
berhampore,29 MINS,"Chinese, Fast Food, Snacks, Ice Cream, Beverages",₹200 FOR TWO,WoW Darjeeling Restaurant
berhampore,29 MINS,Biryani,₹250 FOR TWO,Kolkata Haji Biryani
berhampore,29 MINS,"Snacks, Chinese, Italian",₹250 FOR TWO,Foodies.com
bhadrachalam,36 MINS,"Asian, Chinese",₹45 FOR TWO,Usha Fast Food's & Ice Creams
