city,deliveryTime,foodType,price,restaurantName
anand,33 MINS,"North Indian, Chinese, Fast Food, Beverages, Continental, Biryani",₹300 FOR TWO,Sahyog Restaurant
anand,28 MINS,Fast Food,₹200 FOR TWO,Kapildev Fast food 
anand,31 MINS,"Chinese, Fast Food, Ice Cream",₹200 FOR TWO,Mahalaxmi Chinese -Pavbhaji & Ice cream
anand,29 MINS,"North Indian, Fast Food",₹200 FOR TWO,Maji Sainik Omlet Centre
anand,30 MINS,"North Indian, Chinese, Punjabi, Continental, Beverages, Biryani",₹250 FOR TWO,Kabir Restaurant
anand,39 MINS,"Cafe, Fast Food",₹250 FOR TWO,Gj23 Cafe
anand,26 MINS,Fast Food,₹150 FOR TWO,Foodholic Cafe
anand,39 MINS,"North Indian, Biryani, Mughlai, Chinese, Beverages",₹250 FOR TWO,Garam Masala
anand,36 MINS,North Indian,₹250 FOR TWO,The Matla Pulav
anand,33 MINS,Fast Food,₹150 FOR TWO,Taste Of Bombay Sandwich
anand,29 MINS,"Pizzas, Fast Food, Beverages",₹200 FOR TWO,Cafe Shivaay
anand,31 MINS,Pizzas,₹300 FOR TWO,Poptos
anand,25 MINS,Cafe,₹100 FOR TWO,Welcome Tea Point
anand,35 MINS,"Mughlai, Punjabi, Biryani",₹450 FOR TWO,Millennium Restaurant
anand,32 MINS,"Fast Food, Snacks",₹150 FOR TWO,Harshy Fast Food
anantapur,24 MINS,"North Indian, South Indian",₹150 FOR TWO,Naidu Hotel
anantapur,25 MINS,"South Indian, North Indian, Chinese, Tandoor, Biryani",₹400 FOR TWO,SS PALACE (Old SS PARADISE) TOWER CLOCK
anantapur,22 MINS,Biryani,₹300 FOR TWO,Lucky 9 Tadipatri Dum Biryani Center
anantapur,37 MINS,"Biryani, North Indian, South Indian, Tandoor",₹300 FOR TWO,Garlica Multicuisine Family Restaurant
anantapur,27 MINS,"Indian, Chinese",₹400 FOR TWO,Emerald Ruby NON VEG
anantapur,21 MINS,"Indian, Home Food",₹150 FOR TWO,Raghavendra Hotel
anantapur,26 MINS,Biryani,₹350 FOR TWO,Biryani zone
anantapur,24 MINS,Biryani,₹180 FOR TWO,Lingamaiah Tadipatri Dum Biryani Center
anantapur,27 MINS,"South Indian, North Indian",₹150 FOR TWO,Vijay Hotel
anantapur,28 MINS,"Pizzas, Desserts, Cafe",₹300 FOR TWO,Hangout Cafe
anantapur,26 MINS,Biryani,₹500 FOR TWO,Golden Taj Family Restaurant
amroha,38 MINS,Indian,₹200 FOR TWO,Web Pizza
anantapur,26 MINS,"South Indian, North Indian",₹350 FOR TWO,Sri Roopa Multicuisine Family Restaurant
anantapur,26 MINS,Arabian,₹350 FOR TWO,Mehfil Arabic Restaurant
anantapur,27 MINS,"Beverages, Juices",₹80 FOR TWO,Lassi Magic
anantapur,28 MINS,"European, Italian",₹150 FOR TWO,Skyline Pizza
anantapur,26 MINS,"Bakery, Use Code JUMBO30 to avail",₹200 FOR TWO,7th Heaven & Tasty Heaven
amroha,40 MINS,"Beverages, Desserts",₹300 FOR TWO,Pizza House
amroha,43 MINS,North Indian,₹200 FOR TWO,Shivani Sweets and Hotel
amroha,-- MINS,"Beverages, Desserts",₹300 FOR TWO,Bhagwati sweets
amroha,-- MINS,"Beverages, Desserts",₹300 FOR TWO,Le Heaven
amroha,-- MINS,"North Indian, South Indian, Beverages, Desserts",₹500 FOR TWO,Chaudhary Fauji Restaurant
amravati,26 MINS,"North Indian, Biryani, Maharashtrian",₹200 FOR TWO,Khamaz The House Of Biryani
amroha,-- MINS,"North Indian, South Indian",₹300 FOR TWO,Bhagwati Bhojnalya
amroha,-- MINS,Indian,₹150 FOR TWO,The Lazeez Chicken Point
amroha,-- MINS,"North Indian, South Indian, Beverages, Desserts",₹300 FOR TWO,Neel Kanth Sweets & Restaurent
amroha,-- MINS,"Beverages, Desserts",₹300 FOR TWO,Pizza Theater
amroha,-- MINS,"Afghani, Tandoor",₹100 FOR TWO,The Chaap Point
amravati,31 MINS,"Indian, Chinese",₹200 FOR TWO,HAMARA GHARONDA
amravati,24 MINS,North Indian,₹300 FOR TWO,Urban Village Garden Restaurant
amravati,32 MINS,"South Indian, North Indian",₹200 FOR TWO,MR IDLI
amravati,29 MINS,"Chinese, Fast Food, Indian",₹400 FOR TWO,RUAA
amravati,31 MINS,"North Indian, Pizzas, Fast Food",₹300 FOR TWO,Laziz Pizza
amravati,26 MINS,"Desserts, Ice Cream",₹100 FOR TWO,Kwality Walls Frozen Dessert & Ice Cream Shop
amravati,25 MINS,"Beverages, Snacks, Desserts",₹300 FOR TWO,Cafe Coffee Day
amravati,61 MINS,"North Indian, Chinese",₹150 FOR TWO,RESTRO NIVALA
amravati,25 MINS,"Maharashtrian, North Indian, Fast Food, Street Food",₹100 FOR TWO,Goli Vada Pav No- 1
amravati,33 MINS,"North Indian, Chinese",₹300 FOR TWO,Pizza Street Cafe
amravati,26 MINS,North Indian,₹300 FOR TWO,Beyond Temptation- Camp
amravati,31 MINS,North Indian,₹300 FOR TWO,Nescafe
amravati,27 MINS,North Indian,₹300 FOR TWO,Al Basheer Restaurant
amravati,31 MINS,North Indian,₹300 FOR TWO,New Eagle Restaurant
amravati,47 MINS,"Indian, Maharashtrian",₹150 FOR TWO,Laziz Dawat
arrah,25 MINS,"Biryani, Chinese, North Indian",₹300 FOR TWO,kasturi kitchen
arrah,27 MINS,Indian,₹250 FOR TWO,Mr. SAM's Bistro
arrah,27 MINS,"Chinese, North Indian",₹200 FOR TWO,The Greasy Spoon
arrah,28 MINS,"North Indian, South Indian, Chinese",₹300 FOR TWO,Sher E Punjab Sweets and Namkeen
arrah,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
arrah,32 MINS,Desserts,₹200 FOR TWO,Gopal G Sweets
arrah,33 MINS,"Indian, Italian",₹150 FOR TWO,Sports Point (Snacks & Shakes)
arrah,33 MINS,"Chinese, Snacks, Chaat, Beverages",₹150 FOR TWO,Chaat Lounge 
arrah,35 MINS,Desserts,₹300 FOR TWO,Sweet Cake Palace
arrah,35 MINS,"Indian, Tandoor, Chinese",₹250 FOR TWO,Rainbow cloud Kitchen
arrah,36 MINS,Bakery,₹200 FOR TWO,Cake Supremo
arrah,38 MINS,"North Indian, South Indian, Chinese",₹200 FOR TWO,Yadgar Biryani & Roll House
arrah,41 MINS,"Indian, Chinese",₹300 FOR TWO,Bawarchi Restaurant
arrah,41 MINS,"North Indian, South Indian, Chinese",₹200 FOR TWO,Shivans Smriti Food Plaza
arrah,45 MINS,Biryani,₹200 FOR TWO,Kolkata Biryani Restaurant
ashoknagar,29 MINS,Bakery,₹150 FOR TWO,Savariya Cake House
ashoknagar,31 MINS,North Indian,₹200 FOR TWO,Hotel Mangal Residency Lazeez
ashoknagar,-- MINS,Juices,₹100 FOR TWO,AL ARSHEEN JUICE POINT
ashoknagar,-- MINS,North Indian,₹150 FOR TWO,Hotel Jain
ashoknagar,-- MINS,Beverages,₹120 FOR TWO,Jain Juice And Cafe
ashoknagar,-- MINS,North Indian,₹150 FOR TWO,Shree Jagdamba Bhojnalay
ashoknagar,-- MINS,North Indian,₹150 FOR TWO,Jain Shree
ashoknagar,-- MINS,Indian,₹300 FOR TWO,AK Veg And Non Veg
asansol,36 MINS,"North Indian, Indian, Chinese",₹500 FOR TWO,Saffron Restaurant
asansol,25 MINS,"Desserts, Ice Cream",₹250 FOR TWO,Baskin Robbins
asansol,32 MINS,"Biryani, North Indian, Indian",₹200 FOR TWO,Kolkata Ashirwad Biryani
asansol,26 MINS,Sweets,₹200 FOR TWO,Calcutta Sweets
asansol,25 MINS,"Chinese, North Indian, Indian",₹300 FOR TWO,Lemon Grass
asansol,35 MINS,"North Indian, Chinese",₹250 FOR TWO,Barrel House
asansol,25 MINS,"Indian, Chinese",₹250 FOR TWO,Odyssey Club
asansol,32 MINS,"Indian, Chinese",₹400 FOR TWO,Theque
asansol,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
asansol,25 MINS,"Indian, Chinese, Tandoor, North Indian",₹250 FOR TWO,Sasha Restaur
asansol,42 MINS,"Chinese, Indian",₹200 FOR TWO,Copper Handi Restaurant
asansol,37 MINS,"Indian, Chinese",₹300 FOR TWO,Chulha Chowka
asansol,37 MINS,"Bihari, Chinese",₹130 FOR TWO,Foodiee Adda 
asansol,35 MINS,"North Indian, Indian, Continental, Chinese, Biryani, Bengali",₹350 FOR TWO,Purbasha International Hotel
asansol,35 MINS,Bengali,₹200 FOR TWO,Hapushhh Hupushhh
asansol,32 MINS,"South Indian, Street Food",₹200 FOR TWO,Park Cafe
aurangabad_bihar,25 MINS,"Desserts, Bakery",₹250 FOR TWO,Sansar Cake Shop
aurangabad_bihar,25 MINS,Beverages,₹150 FOR TWO,Annapurna Street foods
aurangabad_bihar,25 MINS,"Indian, Bakery",₹200 FOR TWO,Sansar Cakes & Bakes
aurangabad_bihar,25 MINS,"Sweets, Snacks",₹200 FOR TWO,Annapurna Sweets
aurangabad_bihar,29 MINS,"Indian, Tandoor, Chinese, Snacks",₹250 FOR TWO,Hotel Jhari Palace
aurangabad_bihar,29 MINS,North Indian,₹300 FOR TWO,Annapurna Restaurant
ambala,28 MINS,"Pizzas, Italian",₹300 FOR TWO,La Pino'z Pizza
aurangabad_bihar,29 MINS,"Indian, Chinese",₹300 FOR TWO,Mrignainy Restaurant
aurangabad_bihar,29 MINS,"Chinese, Indian",₹500 FOR TWO,Swad Restaurant Hotel Sky view
aurangabad_bihar,30 MINS,"Indian, Snacks",₹300 FOR TWO,Zaika Restaurant
aurangabad_bihar,31 MINS,"Italian, Chinese",₹200 FOR TWO,Ram's Pizza & Burger
aurangabad_bihar,36 MINS,"Desserts, Pizzas",₹250 FOR TWO,Gupta Cake & Pastry
aurangabad_bihar,36 MINS,"North Indian, Chinese, Snacks, Italian",₹300 FOR TWO,Gandhali Restaurant (Gargee Hotel's)
aurangabad_bihar,37 MINS,"North Indian, Chinese, Snacks, Italian",₹300 FOR TWO,Galangal Dhaba (Gargee Hotels)
ambala,28 MINS,"Pizzas, Italian, Fast Food, Beverages, Snacks, Pastas, Cafe, Desserts",₹250 FOR TWO,A Emporter
ambala,23 MINS,"North Indian, Punjabi, Beverages",₹100 FOR TWO,Rawalpindi De Mashoor Chole Bhature - Since 1965
ambala,25 MINS,"North Indian, Fast Food",₹200 FOR TWO,Sitaram
ambala,28 MINS,Fast Food,₹400 FOR TWO,McDonald's
ambala,28 MINS,"Pizzas, Italian, Fast Food",₹300 FOR TWO,Hungry Hub 2
aurangabad_bihar,-- MINS,"Italian, Chinese",₹200 FOR TWO,Brijwasi Pizza
ambala,30 MINS,"North Indian, Chinese, Salads, Healthy Food, Biryani, Thalis, Combo, Chaat",₹200 FOR TWO,Malik Regency
ambala,31 MINS,"Snacks, Beverages, Pizzas, Fast Food, Pastas, Italian",₹200 FOR TWO,Hello Petuu
ambala,26 MINS,North Indian,₹150 FOR TWO,Amritsari Kulcha Sardarji Ludhiana Waale
ambala,38 MINS,North Indian,₹150 FOR TWO,Annapurna Canteen
ambala,32 MINS,"Chinese, Fast Food, Combo, Tandoor",₹100 FOR TWO,Rajan Soya Chaap
ambala,23 MINS,"Fast Food, Pizzas, Pastas, Snacks, Beverages",₹150 FOR TWO,Mithu Grilled Sector 7
ambala,50 MINS,"North Indian, Fast Food, Chinese",₹250 FOR TWO,Rajan Indian Bites
ambala,31 MINS,Chinese,₹150 FOR TWO,Chinese Tonic
ambala,33 MINS,"North Indian, Chinese",₹100 FOR TWO,Ambala Rasoi
ambala,30 MINS,"Fast Food, Chinese, Pastas, Beverages",₹200 FOR TWO,Burger Shurger
aurangabad,33 MINS,"Rajasthani, Punjabi, Chinese, North Indian, Maharashtrian, Sweets",₹200 FOR TWO,Kakaji`s Veg Restaurant
aurangabad,23 MINS,"Maharashtrian, Biryani, North Indian, Tandoor, Chinese",₹300 FOR TWO,Hotel VIP Maratha Connaught Cidco
aurangabad,26 MINS,"Maharashtrian, North Indian, Chinese, Biryani",₹250 FOR TWO,Hotel Rana Veg Non Veg Restaurant
aurangabad,40 MINS,"Fast Food, Combo",₹200 FOR TWO,The Ghost Kitchen
aurangabad,27 MINS,"Bakery, Pizzas, Pastas, Fast Food, Grill, Cafe",₹150 FOR TWO,Cake N Bake
aurangabad,23 MINS,"Bakery, Desserts",₹300 FOR TWO,Monginis - Cannought
aurangabad,45 MINS,North Indian,₹200 FOR TWO,Udupi Shrikrishna Veg Restaurant
aurangabad,22 MINS,Biryani,₹250 FOR TWO,Koyla Dum Biryanis & Kebabs
aurangabad,27 MINS,"South Indian, Chinese, Fast Food",₹100 FOR TWO,Shri Deepali South Indian
aurangabad,52 MINS,"North Indian, Snacks",₹200 FOR TWO,Suryavanshi Veg Restaurant
aurangabad,31 MINS,Chinese,₹200 FOR TWO,20-20 Fast Food Chinese Corner
aurangabad,27 MINS,"North Indian, Chinese, Biryani, Maharashtrian, Sweets, Tandoor, Juices",₹300 FOR TWO,Green Leaf
aurangabad,28 MINS,"North Indian, Fast Food, Chinese, Italian",₹200 FOR TWO,Mauj
aurangabad,25 MINS,South Indian,₹200 FOR TWO,Lokmanya's South Indian Cafe
aurangabad,26 MINS,Fast Food,₹300 FOR TWO,Aawsum restaurant
aurangabad,26 MINS,"Chinese, Sweets, Tandoor",₹300 FOR TWO,Green Leaf Chinese
azamgarh,28 MINS,"Bakery, Sweets, Combo, Snacks, Ice Cream",₹150 FOR TWO,New Sai Sweets & Bakers
azamgarh,30 MINS,"Italian-American, Chinese, North Indian, Beverages, Desserts",₹150 FOR TWO,Grill 2 Chill Cafe Lounge Restaurant
azamgarh,31 MINS,"North Indian, Combo, Snacks, Italian-American",₹200 FOR TWO,The Chefs Table
azamgarh,33 MINS,"North Indian, Chinese, Biryani, Combo, Indian",₹200 FOR TWO,Kalika Hotel
azamgarh,34 MINS,"North Indian, Thalis, Chinese, Beverages, Biryani",₹200 FOR TWO,Hotel Green Palace
azamgarh,34 MINS,"North Indian, Chinese, Biryani, Beverages, Thalis, Snacks",₹200 FOR TWO,Ujala Restaurant
azamgarh,35 MINS,"Italian-American, Chinese, Beverages, Biryani",₹200 FOR TWO,Italiano Pizza
azamgarh,38 MINS,"Combo, South Indian, North Indian, Chinese, Desserts, Italian-American, Tandoor",₹200 FOR TWO,Shri Sai Hotel & Restaurant
azamgarh,41 MINS,"North Indian, South Indian, Combo, Beverages, Chinese, Desserts, Snacks, Tandoor...",₹250 FOR TWO,Hotel Deep Continental
azamgarh,42 MINS,"North Indian, Chinese, Combo, Tandoor, Desserts, Continental, Biryani, South Ind...",₹300 FOR TWO,Hotel Golden Fortune
azamgarh,42 MINS,"Italian-American, Combo",₹200 FOR TWO,Pizza King
azamgarh,43 MINS,"North Indian, Chinese, Desserts, Biryani, Italian-American, Continental",₹150 FOR TWO,Hotel Grand S.R
azamgarh,49 MINS,"North Indian, Chinese, Mughlai, Italian-American, Beverages",₹180 FOR TWO,Cafe Cue & Restaurant
azamgarh,50 MINS,"North Indian, Snacks, Mughlai, Biryani, Chinese",₹200 FOR TWO,Diwan E Khas -Tarun INN
azamgarh,-- MINS,"Chaat, Fast Food, Desserts, Combo",₹100 FOR TWO,Vishal Momos & Roll Corner
baddi,32 MINS,"North Indian, Chinese, Beverages, Fast Food",₹250 FOR TWO,Kohinoor Food Services
baddi,37 MINS,"Chinese, North Indian",₹300 FOR TWO,Tandoori Nights
baddi,39 MINS,"Beverages, North Indian, South Indian",₹300 FOR TWO,Hotel Le Mariet
baddi,43 MINS,"Chinese, Fast Food, North Indian, Sweets",₹350 FOR TWO,Deep Sweets & Restaurant
baddi,47 MINS,Indian,₹250 FOR TWO,PUNJABI FOOD PLAZA
baddi,47 MINS,"Fast Food, North Indian",₹250 FOR TWO,THE URBAN CANTEEN
baddi,50 MINS,North Indian,₹200 FOR TWO,Ansh Food Services
baddi,50 MINS,South Indian,₹200 FOR TWO,Ananda Bhavan
baddi,50 MINS,"North Indian, Chinese, Desserts",₹250 FOR TWO,The Chef Food Court (Dhaba)
baddi,52 MINS,"North Indian, Chinese",₹200 FOR TWO,MUMBAI DELITES
baddi,61 MINS,"Fast Food, Italian",₹250 FOR TWO,Pizza Point & Tandoori Hub
baddi,62 MINS,"Fast Food, North Indian",₹200 FOR TWO,Delhi Junction
baddi,67 MINS,"North Indian, Chinese, Beverages",₹300 FOR TWO,Bikaner Bhojanalya
baddi,56 MINS,"Home Food, Indian",₹250 FOR TWO,Creambell
bagalkot,29 MINS,"South Indian, North Indian",₹250 FOR TWO,Same Place
bagalkot,-- MINS,"Ice Cream, Pizzas, Snacks",₹200 FOR TWO,VIJAYALAXMI ICE CREAM PARLOUR
bagalkot,-- MINS,Pizzas,₹250 FOR TWO,WOODDY'Z CAFE
bagalkot,-- MINS,"North Indian, South Indian, Chinese, Biryani",₹250 FOR TWO,SURABHI RESTAURANT
bagalkot,-- MINS,Indian,₹200 FOR TWO,VSR Andhra Restaurant(Navnagar)
bagalkot,-- MINS,Snacks,₹150 FOR TWO,TASTY BITE (Chat Center)
bagalkot,-- MINS,Indian,₹200 FOR TWO,Hotel Shree Panjurli
bagalkot,-- MINS,Indian,₹200 FOR TWO,Hotel Panjurli
bagalkot,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Hotel New Surabhi
bagalkot,-- MINS,Indian,₹200 FOR TWO, VSR Andhra Restaurant(Vidyagiri)
bahraich,25 MINS,"Italian, Chinese",₹200 FOR TWO,Pizza Hub Express
bahraich,27 MINS,"Italian, Chinese, South Indian",₹200 FOR TWO,Pizza Plaza
bahraich,26 MINS,"Pizzas, Italian, Chinese, Fast Food",₹200 FOR TWO,Go69 Pizza
bahraich,25 MINS,"Snacks, Tandoor",₹200 FOR TWO,Gupta Bhojanalaya
bahraich,29 MINS,"North Indian, Chinese, South Indian",₹250 FOR TWO,A LOTUS The Food Plaza
bahraich,25 MINS,"North Indian, Chinese",₹250 FOR TWO,Sanjha Chulha
bahraich,29 MINS,Fast Food,₹200 FOR TWO,Albaik Chicken Corner
bahraich,29 MINS,"Biryani, Ice Cream, Italian, Chinese, Pizzas",₹200 FOR TWO,Mr. Pizza & Cafe
bahraich,31 MINS,"Chinese, Fast Food, South Indian, Indian",₹200 FOR TWO,Aashirwad Family Restaurant
bahraich,31 MINS,"Indian, Chinese",₹150 FOR TWO,Kingdom of momos
bahraich,33 MINS,"Desserts, Fast Food, Indian",₹200 FOR TWO,Tadka
bahraich,25 MINS,Bakery,₹200 FOR TWO,Shankar Cake World
bahraich,35 MINS,"Pizzas, Beverages, Combo, Desserts, Italian, Chinese",₹150 FOR TWO,Pizza Khalo
bahraich,36 MINS,"Beverages, Chinese, Combo, Indian, Italian",₹200 FOR TWO,Pizza Shack Restaurant
bahraich,29 MINS,"North Indian, Chinese, South Indian",₹300 FOR TWO,Bandhan Restaurant
bahraich,40 MINS,North Indian,₹200 FOR TWO,Dayal Non Veg
balrampur,26 MINS,"Chinese, North Indian, Arabian",₹200 FOR TWO,Taste Of Tongue
balrampur,28 MINS,"Chinese, Fast Food, Italian",₹150 FOR TWO,Pizza Hub Xpress
balrampur,27 MINS,"Italian, Fast Food",₹150 FOR TWO,Go 69 Pizza & Restaurant
balrampur,34 MINS,"Chinese, North Indian",₹300 FOR TWO,Annapurna Restaurent - Hotel Aaditya Inn
balrampur,32 MINS,Fast Food,₹200 FOR TWO,Al Baik - The Trend
balrampur,25 MINS,North Indian,₹250 FOR TWO,SHREE KITCHEN
balrampur,32 MINS,"North Indian, Chinese, Arabian",₹200 FOR TWO,Family Dhaba
balrampur,25 MINS,"Street Food, Indian",₹200 FOR TWO,VSR FOOD HUB
balrampur,42 MINS,"Chinese, Indian, South Indian",₹200 FOR TWO,Apni Rasoi
balrampur,37 MINS,"North Indian, Chinese, South Indian, Tandoor, Salads",₹250 FOR TWO,Lavya International-Hotel and Restaurant
balrampur,-- MINS,"Chinese, North Indian",₹150 FOR TWO,Foodies Love
balrampur,-- MINS,North Indian,₹250 FOR TWO,Jai Palace - Zayka Resaturant
balrampur,-- MINS,North Indian,₹149 FOR TWO,Srivastava Food point
bagdogra,25 MINS,"Beverages, Biryani, Fast Food",₹100 FOR TWO,Cake Bake & Beans
bagdogra,26 MINS,"North Indian, Chinese, South Indian, Biryani, Continental",₹200 FOR TWO,Gour Nitai Veg Restaurent
bagdogra,28 MINS,"North Indian, Chinese, Snacks, Beverages",₹200 FOR TWO,Sinora Food Corner
bagdogra,29 MINS,"Indian, Biryani, Chinese, Tandoor, Snacks",₹250 FOR TWO,Masala Twist
bagdogra,30 MINS,"Fast Food, Chinese, Combo, Beverages",₹200 FOR TWO,MR . Bean Chicken Chunks 
bagdogra,31 MINS,"Tandoor, Chinese",₹300 FOR TWO,Tandoor Express 
bagdogra,34 MINS,Biryani,₹200 FOR TWO,Haji Biryani
bagdogra,35 MINS,"North Indian, Chinese, Bengali",₹160 FOR TWO,Tandoori House
bagdogra,36 MINS,"South Indian, Biryani",₹200 FOR TWO,Dosa Junction
bagdogra,37 MINS,Biryani,₹200 FOR TWO,A1-Haji Biryani
bagdogra,38 MINS,"Beverages, Cafe, Desserts, Italian, Juices, Ice Cream, Fast Food",₹300 FOR TWO,Coffee 99
bagdogra,41 MINS,"North Indian, Thalis",₹300 FOR TWO,16 Bengali Street
bagdogra,42 MINS,"Bengali, Combo, North Indian, South Indian",₹300 FOR TWO,Eazee Food
bagdogra,52 MINS,North Indian,₹200 FOR TWO,Varanasi Home Kitchen
bagdogra,56 MINS,Biryani,₹200 FOR TWO,Super Haji Biryani
bagdogra,57 MINS,"Beverages, Desserts, Snacks",₹150 FOR TWO,Tea Junction
bajpe,35 MINS,"Chinese, South Indian, North Indian, Seafood",₹300 FOR TWO,Mayur Restaurant
bajpe,31 MINS,"Chinese, Fast Food, North Indian, South Indian",₹250 FOR TWO,Shetty's Kitchen 
bajpe,32 MINS,Pizzas,₹300 FOR TWO,Laziz pizza
bajpe,49 MINS,"Chinese, North Indian, Beverages, Mughlai, Hyderabadi, Malaysian, Thai",₹300 FOR TWO,Oh My Bowl
bajpe,32 MINS,"Chinese, South Indian, North Indian, Fast Food, Mughlai, Seafood",₹200 FOR TWO,Shetty's food Court
bajpe,37 MINS,"Biryani, Seafood",₹300 FOR TWO,SHETTYS BALE ELE OOTA
bajpe,47 MINS,Fast Food,₹150 FOR TWO,Indiana Burgers
bajpe,29 MINS,"Chinese, Fast Food",₹400 FOR TWO,Shettys fast food
bahadurgarh,30 MINS,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",₹350 FOR TWO,Subway
ballari,28 MINS,"South Indian, North Indian, Chinese",₹350 FOR TWO,Hotel Nisaraga
bajpe,28 MINS,"South Indian, North Indian",₹150 FOR TWO,Hotel Coriander
bajpe,50 MINS,Fast Food,₹150 FOR TWO,Kaati Zone Rolls and Wraps
bajpe,38 MINS,Indian,₹200 FOR TWO,MASTER BAKER
bahadurgarh,35 MINS,North Indian,₹350 FOR TWO,Chawlas 2
bahadurgarh,45 MINS,"Beverages, Snacks, Desserts",₹300 FOR TWO,Cafe Coffee Day
bahadurgarh,53 MINS,North Indian,₹250 FOR TWO,Uttam's Buffet & Restaurant
bahadurgarh,35 MINS,Pizzas,₹250 FOR TWO,La Pino'z Pizza
bahadurgarh,34 MINS,Fast Food,₹200 FOR TWO,Roll Express (Urban Estate)
ballari,27 MINS,Desserts,₹200 FOR TWO,Lassi Shop
ballari,27 MINS,South Indian,₹250 FOR TWO,Suvarna andra hotel
ballari,40 MINS,Beverages,₹150 FOR TWO,Mahadev Sweet Home
ballari,42 MINS,"North Indian, South Indian",₹300 FOR TWO,Chola Chat and Chine's Restaurant
ballari,34 MINS,"South Indian, North Indian, Chinese",₹350 FOR TWO,Hotel Bala Regency
ballari,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
bajpe,32 MINS,"Chinese, South Indian, North Indian, Continental, Desserts, Italian, Mughlai, Se...",₹500 FOR TWO,Trishna Hotels
bajpe,34 MINS,"Chinese, South Indian, North Indian, Continental, Fast Food, Kerala, Beverages, ...",₹200 FOR TWO,Hotel Halli Mane
bajpe,28 MINS,"Chinese, South Indian, North Indian, Desserts",₹400 FOR TWO,Palmgrove Restaurant (Hotel BMS)
bajpe,30 MINS,Indian,₹300 FOR TWO,Shri Shankara Bhavana
bajpe,42 MINS,South Indian,₹200 FOR TWO,KA12- The Coorg Kitchenette
bahadurgarh,33 MINS,Fast Food,₹200 FOR TWO,City Fussion
bahadurgarh,32 MINS,Fast Food,₹400 FOR TWO,Proboscis
bahadurgarh,40 MINS,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",₹300 FOR TWO,UBQ by Barbeque Nation
bahadurgarh,43 MINS,"North Indian, Mughlai, Seafood, Biryani, Desserts, Kebabs",₹600 FOR TWO,Barbeque Nation
ballari,35 MINS,"American, Fast Food, Snacks",₹400 FOR TWO,KFC
ballari,35 MINS,"Chinese, South Indian, North Indian, Fast Food",₹300 FOR TWO,Amma  food court
ballari,37 MINS,"South Indian, North Indian",₹300 FOR TWO,Pola OASIS Non veg
ballari,36 MINS,"South Indian, North Indian, Snacks, Beverages",₹100 FOR TWO,Renuka kitchen
ballari,37 MINS,"North Indian, Chinese, South Indian",₹300 FOR TWO,The Hot Bread
balaghat,27 MINS,North Indian,₹150 FOR TWO,Sai prasadm family restaurant
balurghat,31 MINS,"Ice Cream, Juices, Snacks, Sweets",₹200 FOR TWO,Nirala's Pure Veg Zone
bahadurgarh,39 MINS,Fast Food,₹250 FOR TWO,Grill Masters
bahadurgarh,37 MINS,"Chinese, North Indian",₹300 FOR TWO,Hot Meals
bahadurgarh,35 MINS,American,₹400 FOR TWO,Super Donuts- An American eatery and bakery
bahadurgarh,32 MINS,"North Indian, South Indian, Chinese, Sweets, Combo, Beverages, Thalis",₹350 FOR TWO,Gopal's
bahadurgarh,53 MINS,North Indian,₹200 FOR TWO,Chadha Prantha Junction
bahadurgarh,34 MINS,Fast Food,₹200 FOR TWO,Sizzling Grill
ballari,43 MINS,North Indian,₹150 FOR TWO,Punjabi Paratha
ballari,39 MINS,"Beverages, Snacks, Juices, Fast Food",₹200 FOR TWO,Ice N Spice
ballari,37 MINS,Pizzas,₹350 FOR TWO,Pizza Hut
ballari,50 MINS,Beverages,₹200 FOR TWO,Gateau Bakery
balaghat,29 MINS,Juices,₹100 FOR TWO,Juice factory
balaghat,29 MINS,Fast Food,₹100 FOR TWO,Manoj Sandwich
balaghat,30 MINS,"Gujarati, South Indian, Indian",₹150 FOR TWO,Sarru Ki Rasoi
balaghat,35 MINS,Bakery,₹100 FOR TWO,Cake Hub
balurghat,31 MINS,Biryani,₹200 FOR TWO,Biryani Hub
balurghat,31 MINS,"Chinese, North Indian",₹200 FOR TWO,The New Nirala AC Restaurant
balurghat,31 MINS,Chinese,₹200 FOR TWO,Quick Bite
balurghat,31 MINS,Ice Cream,₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
balaghat,-- MINS,"Fast Food, Italian, Pizzas",₹200 FOR TWO,The Chocolate Story
balaghat,-- MINS,Chinese,₹150 FOR TWO,Kasturi Restaurant And Chaat Center
balaghat,-- MINS,"Fast Food, Cafe, Chinese, Italian",₹200 FOR TWO,Classroom cafe
balaghat,-- MINS,"Desserts, Bakery",₹100 FOR TWO,Gondia Jain Bakers
balurghat,31 MINS,"Indian, Chinese",₹150 FOR TWO,Basanti Cabin Hotel Cum Restaurant
balurghat,31 MINS,"Indian, Chinese",₹200 FOR TWO,Cafe Mithai
balurghat,31 MINS,"Chinese, Fast Food",₹200 FOR TWO,Cafe Biryani
balurghat,31 MINS,Bakery,₹290 FOR TWO,Royal Bake House
