city,deliveryTime,foodType,price,restaurantName
hisar,42 MINS,"North Indian, Chinese",₹300 FOR TWO,Old Harlal Shudh Vaishno Dhaba
hisar,45 MINS,North Indian,₹200 FOR TWO,Baoji
hisar,40 MINS,"Pizzas, Snacks",₹200 FOR TWO,Da Pizza Inn
hinganghat,-- MINS,"North Indian, South Indian, Chinese",₹200 FOR TWO,Govinda Restaurant
hinganghat,-- MINS,Pizzas,₹100 FOR TWO,Pet Pooja
hinganghat,-- MINS,Indian,₹150 FOR TWO,Sai Khanawal
hinganghat,-- MINS,"Indian, Fast Food",₹200 FOR TWO,Rocks Adda 
hinganghat,-- MINS,Snacks,₹150 FOR TWO,Khusi restaurant
hinganghat,-- MINS,"Fast Food, Pizzas",₹250 FOR TWO,KAPIL PIZZA POINT
hisar,46 MINS,Indian,₹150 FOR TWO,S Kumar Tiffin service
hisar,45 MINS,"Tandoor, Indian",₹200 FOR TWO,Chaap Junction
hisar,44 MINS,North Indian,₹250 FOR TWO,Parkash Chicken & Veg Corner
hisar,43 MINS,"North Indian, South Indian, Chinese, Snacks, Desserts",₹350 FOR TWO,Govind Dhaba ( Hotel Govind Place )
hisar,41 MINS,"North Indian, Chinese, Snacks",₹200 FOR TWO,Hardev Suddh Vaishano Family Dhaba
hinganghat,-- MINS,"Bakery, Pizzas",₹150 FOR TWO,Manoj Beakary
hinganghat,-- MINS,Biryani,₹150 FOR TWO,HOTEL LAZEEZ
hinganghat,-- MINS,"Pizzas, Snacks",₹100 FOR TWO,Frozen point Chinese Restaurant
hinganghat,-- MINS,Fast Food,₹150 FOR TWO,Unique Fried Chicken
hisar,42 MINS,"Italian, Fast Food, Chinese, Beverages",₹150 FOR TWO,The Kathi Roll Express
hisar,45 MINS,"North Indian, Tandoor",₹200 FOR TWO,PB 31 Wale Sardar ji veg- non veg Hut
hisar,51 MINS,Indian,₹300 FOR TWO,AMRITSARI KITCHEN
hoshangabad,28 MINS,"Beverages, Desserts",₹100 FOR TWO,Mewad Ice Cream Center
hoshangabad,40 MINS,"North Indian, Fast Food, Chinese",₹150 FOR TWO,Hotel Ram Rasoda (shree ji cool point)
hoshangabad,41 MINS,"Pizzas, Snacks, Fast Food",₹200 FOR TWO,Dolomites
hoshangabad,31 MINS,"Chinese, Italian, South Indian, Beverages, Fast Food, North Indian",₹200 FOR TWO,Mango Mania
hoshangabad,33 MINS,"Chinese, North Indian, Pizzas, Snacks, Beverages",₹200 FOR TWO,Red Spice Restaurant And Cafe
hoshangabad,26 MINS,North Indian,₹250 FOR TWO,Hotel Chaar Minar
hoshangabad,-- MINS,"Fast Food, Beverages, North Indian",₹200 FOR TWO,Agrawal Puri Bhandar
hoshangabad,-- MINS,North Indian,₹200 FOR TWO,Sharma Bhojnalay (Chacha Ki Chapatiya)
hoshangabad,-- MINS,"Chinese, South Indian, North Indian",₹200 FOR TWO,Hotel G R V
hoshangabad,-- MINS,Indian,₹200 FOR TWO,Shri Thakurji Bhojnalaya
hoshangabad,-- MINS,"North Indian, Bakery, Italian, Chinese, South Indian, Beverages, Fast Food",₹250 FOR TWO,Mr. Bean Cafe & Restro
hospet,82 MINS,"Chaat, Chinese, Fast Food",₹150 FOR TWO,SUJI CHATS
hospet,79 MINS,"Biryani, Kebabs, Kerala, Andhra",₹250 FOR TWO,Vijaya Durga Andhra Bojanam
hospet,82 MINS,Indian,₹200 FOR TWO,New Vijayanagar Paradise
hospet,79 MINS,"North Indian, South Indian",₹200 FOR TWO,Veg Vijaya Dhurga Andhra Bhojanam
hospet,90 MINS,"Mexican, Italian, Pastas, Pizzas, Ice Cream, Cafe",₹200 FOR TWO,FRESPRESSO CAFE
hospet,89 MINS,"Beverages, North Indian, Pizzas, South Indian, Chinese",₹250 FOR TWO,SWAGATH DELIGHTS
hospet,82 MINS,"Indian, Kebabs",₹200 FOR TWO,Five Star Chicken
hoshiarpur,-- MINS,"North Indian, South Indian",₹150 FOR TWO,KNICK KNACK
hospet,-- MINS,Indian,₹200 FOR TWO,Hungry Bird
hospet,-- MINS,Biryani,₹200 FOR TWO,ARUNESHWARI ( PANDA MATKA BIRYANI HOUSE)
hoshiarpur,-- MINS,"Fast Food, North Indian, Chinese",₹250 FOR TWO,Punjabi Taste
hoshiarpur,-- MINS,"Beverages, Juices",₹150 FOR TWO,Chacha Juice Corner
hospet,-- MINS,"Indian, Chinese",₹200 FOR TWO,Chinese Hot Pot
hospet,-- MINS,"South Indian, North Indian",₹250 FOR TWO,Hotel ICE NEST (New Udupi Upahar)
hospet,-- MINS,Indian,₹200 FOR TWO,MARWARI BASA
hoshiarpur,-- MINS,"North Indian, Combo",₹100 FOR TWO,Jalandhar Sweets & Food Plaza
hoshiarpur,-- MINS,"Beverages, Paan",₹100 FOR TWO,Satpal Paan
hoshiarpur,-- MINS,North Indian,₹100 FOR TWO,Rajput Naan Bhandaar
hospet,-- MINS,"Cafe, Chaat, Pizzas",₹250 FOR TWO,AMIGAS VENTURES
hospet,-- MINS,Bakery,₹300 FOR TWO,CAKE ZONE
hoshiarpur,-- MINS,Home Food,₹100 FOR TWO,Vanshika food gallery
hoshiarpur,-- MINS,"North Indian, Italian, Chinese, Fast Food",₹250 FOR TWO,Salt & Spicy
hoshiarpur,-- MINS,Indian,₹200 FOR TWO,Punjab Sweet
hoshiarpur,-- MINS,"Bakery, Snacks",₹150 FOR TWO,Julka Bakery
hoshiarpur,-- MINS,Arabian,₹200 FOR TWO,Gharonda Kitchen
hoshiarpur,-- MINS,Pizzas,₹250 FOR TWO,Pizza Hub
hoshiarpur,-- MINS,Indian,₹150 FOR TWO,Thakur Sweet
hoshiarpur,-- MINS,"Italian, Pizzas, Fast Food, Mexican, Desserts, Beverages",₹300 FOR TWO,La Pino'z Pizza
hoshiarpur,-- MINS,"Fast Food, Healthy Food, Salads, Snacks, Desserts, Beverages",₹350 FOR TWO,Subway
hubli,35 MINS,Fast Food,₹400 FOR TWO,McDonald's
hubli,40 MINS,"Fast Food, Pizzas",₹350 FOR TWO,Pizza Hut
hubli,39 MINS,"American, Fast Food, Snacks",₹400 FOR TWO,KFC
hubli,36 MINS,"Indian, Chinese, Seafood",₹200 FOR TWO,Hotel Shree Vaibhav 
hubli,37 MINS,"Biryani, Tandoor, Kebabs",₹300 FOR TWO,Kabab Factory
hubli,30 MINS,Pizzas,₹400 FOR TWO,Domino's Pizza
hubli,33 MINS,"North Indian, Tandoor, Chinese",₹350 FOR TWO,Hotel Naati Mane
hubli,40 MINS,"Beverages, Pizzas, Desserts, Juices, Chinese",₹300 FOR TWO,Drnk Lab
hubli,38 MINS,"North Indian, South Indian, Seafood",₹300 FOR TWO,Varte Panjurli
hubli,39 MINS,"Indian, Tandoor, Chinese, Chaat, Sweets",₹100 FOR TWO,Hotel Leelavati Palace
hubli,39 MINS,"Desserts, Beverages",₹200 FOR TWO,The Belgian Waffle Co.
hubli,41 MINS,Seafood,₹250 FOR TWO,Only Fish
ichalkaranji,-- MINS,Maharashtrian,₹250 FOR TWO,Samarth Akka Masur Point
hubli,36 MINS,Chinese,₹250 FOR TWO,Chings
hubli,40 MINS,"Snacks, Combo",₹200 FOR TWO,Burger Cafe
hubli,36 MINS,Fast Food,₹200 FOR TWO,Jab We Met Cafe
ichalkaranji,-- MINS,Snacks,₹100 FOR TWO,The scoop cafe
ichalkaranji,-- MINS,South Indian,₹250 FOR TWO,RICE And SPICE (South Indian Dishes)
hubli,34 MINS,"Ice Cream, Beverages",₹100 FOR TWO,Ice Cream Paradise
ichalkaranji,-- MINS,"Cafe, Fast Food",₹100 FOR TWO,Caffena
ichalkaranji,-- MINS,Fast Food,₹200 FOR TWO,Aa ha food court
ichalkaranji,-- MINS,"Italian, Beverages",₹200 FOR TWO,Cafe sweets and treat
imphal,-- MINS,North Indian,₹250 FOR TWO,Dawat-E-Khas Restaurant
ichalkaranji,-- MINS,"Chinese, Healthy Food, Maharashtrian, North Indian",₹300 FOR TWO,Hotel Central Park
ichalkaranji,-- MINS,Indian,₹250 FOR TWO,Kitchen Of Rolls
ichalkaranji,-- MINS,Fast Food,₹200 FOR TWO,Pizza House
ichalkaranji,-- MINS,Italian,₹150 FOR TWO,Laziz pizza
imphal,-- MINS,"North Indian, Chinese",₹210 FOR TWO,Brew Bakes
imphal,-- MINS,Snacks,₹150 FOR TWO,Chaimosa
ichalkaranji,-- MINS,Cafe,₹300 FOR TWO,London Shake
ichalkaranji,-- MINS,Desserts,₹0 FOR TWO,Monginis
ichalkaranji,-- MINS,"North Indian, Chinese",₹400 FOR TWO,Hotel Rajdoot Royale
ichalkaranji,-- MINS,"North Indian, Chinese",₹400 FOR TWO,Hotel Kabsons
ichalkaranji,-- MINS,"Snacks, Beverages",₹200 FOR TWO,Beyond temptation
imphal,-- MINS,Fast Food,₹350 FOR TWO,The Ingredient
imphal,-- MINS,"Healthy Food, Beverages, Snacks, North Eastern",₹250 FOR TWO,Thoppcan Supermeals
imphal,-- MINS,"American, Italian, Indian, Thai",₹400 FOR TWO,16 Handles
imphal,-- MINS,Sweets,₹100 FOR TWO,Dawat-E-Khas Sweets & Snacks
imphal,-- MINS,"Asian, Indian, Thalis, Italian, Chinese",₹400 FOR TWO,Munchies
imphal,-- MINS,"Indian, Chinese",₹220 FOR TWO,Yummy Land - Keishampat Junction
indore,-- MINS,"Desserts, Snacks, Fast Food",₹400 FOR TWO,COOL UNCLE WAFFLES AND PANCAKES AND FASTFOOD
imphal,-- MINS,Indian,₹500 FOR TWO,Naobas Chakhumang Restaurant
imphal,-- MINS,"Chinese, Indian, Italian, Korean, Thai, Italian-American",₹200 FOR TWO,Food zilla
imphal,-- MINS,"Beverages, Healthy Food, American, Fast Food, Salads",₹200 FOR TWO,Uchek
imphal,-- MINS,Chinese,₹280 FOR TWO,Dolly Momo - (Top no.1 Premium Momo)
hyderabad,40 MINS,"Punjabi, North Indian",₹350 FOR TWO,Punjabi Affair
indore,-- MINS,"Indian, Biryani",₹400 FOR TWO,Saanu Ka Dhaba
indore,-- MINS,"Chinese, Snacks, Beverages, Combo",₹200 FOR TWO,C3 Chinese Point 
indore,-- MINS,"North Indian, South Indian, Thalis, Punjabi, Chinese",₹150 FOR TWO,99 Rotiwala
indore,-- MINS,"Bakery, Desserts",₹200 FOR TWO,THE LUCKY BAKERY
indore,-- MINS,"Combo, Indian, Snacks, Sweets, Thalis",₹250 FOR TWO,Ambika Sweets
imphal,-- MINS,"Biryani, North Indian, Chinese, Pizzas, American",₹300 FOR TWO,JK Fast Food
imphal,-- MINS,"Indian, North Indian, Thai",₹300 FOR TWO,ABC FASTFOOD
hyderabad,50 MINS,Indian,₹300 FOR TWO,RAJU GARI BIRYANI
hyderabad,33 MINS,"North Indian, Chinese",₹300 FOR TWO,Santosh Dhaba Exclusive
hyderabad,32 MINS,"Italian, Desserts",₹300 FOR TWO,Pizza Street
hyderabad,50 MINS,"American, Fast Food, Snacks",₹400 FOR TWO,KFC
hyderabad,35 MINS,"Arabian, Lebanese, Mediterranean, Biryani",₹250 FOR TWO,Istah - Shawarma and Biryani
indore,-- MINS,"Combo, North Indian, Snacks",₹200 FOR TWO,The Spoonful Cafe
indore,-- MINS,"Indian, Chinese",₹400 FOR TWO,Balle Balle
indore,-- MINS,"Street Food, North Indian",₹160 FOR TWO,pratibha food point
indore,-- MINS,"Street Food, Fast Food",₹100 FOR TWO,Ajay egg center
indore,-- MINS,Indian,₹400 FOR TWO,SIDDHARTH SANDWICH CORNER AND JUICE CENTER
hyderabad,37 MINS,Bengali,₹300 FOR TWO,Kolkata Food Plaza
hyderabad,50 MINS,"American, Fast Food",₹350 FOR TWO,Burger King
hyderabad,43 MINS,"Ice Cream, Desserts",₹350 FOR TWO,Cream Stone
hyderabad,34 MINS,"Italian, Pizzas",₹500 FOR TWO,900 Degree Brick Oven Pizza
hyderabad,53 MINS,South Indian,₹150 FOR TWO,Idly Dosa For You
indore,-- MINS,"North Indian, Biryani",₹300 FOR TWO,CHILLI FLAKES RESTAURANT
indore,-- MINS,Indian,₹300 FOR TWO,SHAILVI FOODS
indore,-- MINS,"Chinese, North Indian",₹250 FOR TWO,Shiva chinese wok-Sudama Nagar
indore,-- MINS,Indian,₹500 FOR TWO,Dilli Darbar Family Restaurant
itarsi,39 MINS,"North Indian, Mughlai",₹250 FOR TWO,Sher-e-punjab
hyderabad,31 MINS,"Healthy Food, South Indian",₹150 FOR TWO,Millet Express
hyderabad,54 MINS,"Rayalaseema, Biryani, Andhra",₹300 FOR TWO,Kritunga Restaurant
hyderabad,55 MINS,"Indian, Biryani, Tandoor, Chinese",₹400 FOR TWO,MRCB Restaurant
hyderabad,35 MINS,Chinese,₹200 FOR TWO,Crosswok
hyderabad,50 MINS,Ice Cream,₹150 FOR TWO,Natural Ice Cream
itarsi,25 MINS,"Indian, North Indian",₹150 FOR TWO,Sainath Bhojnalay
itarsi,36 MINS,Biryani,₹150 FOR TWO,Punjabi Biryani Point
itarsi,25 MINS,"North Indian, South Indian, Italian, Fast Food, Desserts",₹200 FOR TWO,Kishore Restaurant
itarsi,27 MINS,"Italian, North Indian, South Indian",₹250 FOR TWO,Hotel Sudarshan Residency
itarsi,26 MINS,"Italian, North Indian, South Indian",₹200 FOR TWO,Food Land
jagdalpur,44 MINS,"North Indian, Fast Food",₹150 FOR TWO,The Tasty Meals
itarsi,-- MINS,"Italian, North Indian, Chinese, Fast Food",₹200 FOR TWO,Novelty Sweets & Restro
itarsi,-- MINS,"North Indian, South Indian, Italian, Desserts, Beverages, Juices",₹150 FOR TWO,Anand Juice Centre
itarsi,-- MINS,"Sweets, North Indian, South Indian, Desserts",₹250 FOR TWO,Neelam Misthan Kendra
itarsi,-- MINS,"Beverages, Fast Food, Desserts, Chinese",₹200 FOR TWO,Novelty Everfresh
itarsi,-- MINS,Ice Cream,₹300 FOR TWO,Kwality Walls Frozen Dessert and Ice Cream Shop
jabalpur,48 MINS,North Indian,₹200 FOR TWO,Maa Shakti Veg Restaurant
jagdalpur,33 MINS,"Indian, Fast Food",₹300 FOR TWO,Urban Affairs Cafe
jagdalpur,53 MINS,Indian,₹250 FOR TWO,Champa Baag
jagdalpur,25 MINS,Indian,₹200 FOR TWO,CFC Chilly's
jagdalpur,-- MINS,"Chinese, North Indian, Italian, Continental, Biryani, Tandoor",₹200 FOR TWO,Biryani's Darbar
jagdalpur,-- MINS,Indian,₹250 FOR TWO,Cafe Urban
itarsi,-- MINS,North Indian,₹200 FOR TWO,Shri Shyam Kripa Restaurant
jabalpur,42 MINS,North Indian,₹200 FOR TWO,Dubey Bhojanalaya
jabalpur,44 MINS,Bakery,₹250 FOR TWO, Heera stores
jabalpur,54 MINS,"North Indian, Chinese, Indian",₹400 FOR TWO,Dal Chini
jabalpur,43 MINS,Fast Food,₹300 FOR TWO,Popular fresh momos 'n' more
jagdalpur,-- MINS,North Indian,₹200 FOR TWO,Mahavir Thali Restaurant
jagdalpur,-- MINS,Indian,₹200 FOR TWO,New Biryani's Darbar
jagdalpur,-- MINS,Indian,₹200 FOR TWO,Naman Height
jahanabad,-- MINS,"North Indian, Chinese, Biryani, Desserts, Sweets",₹300 FOR TWO,Laziz Family Restaurant
jabalpur,41 MINS,"Chinese, Continental, Fast Food, Italian, North Indian",₹1000 FOR TWO,Jacksons Back In Time
jabalpur,54 MINS,"Indian, Chinese",₹300 FOR TWO,The Kitchen 'Pride By Samrat'
jabalpur,43 MINS,Indian,₹300 FOR TWO,humsaaz restaurant
jabalpur,42 MINS,Fast Food,₹300 FOR TWO,Bun in a Million
jagdalpur,-- MINS,"North Indian, Mughlai, Fast Food, Chinese",₹200 FOR TWO,Balley Balley
jagdalpur,-- MINS,"North Indian, Chinese, Continental, South Indian, Tandoor, Biryani",₹250 FOR TWO,Hotel Rainbow
jagdalpur,-- MINS,"Fast Food, Desserts, Italian, North Indian, Pizzas, Chinese",₹200 FOR TWO,Cafe U
jagdalpur,-- MINS,Indian,₹150 FOR TWO,Kolkata's Biryani
jagdalpur,-- MINS,Indian,₹150 FOR TWO,Haveli Restaurant
jahanabad,-- MINS,"Indian, Chinese",₹200 FOR TWO,Hotel The Rajgrih
jahanabad,-- MINS,Pizzas,₹200 FOR TWO,G0 69 Pizza
jahanabad,-- MINS,"Desserts, Bakery",₹100 FOR TWO,Shivay Ice Cake & pizza house
jahanabad,-- MINS,"North Indian, Chinese",₹400 FOR TWO,Zaika Family Restaurant
jagraon,-- MINS,"North Indian, Chinese",₹300 FOR TWO,A-One Chicken Corner
jabalpur,50 MINS,Indian,₹350 FOR TWO,Barbecue
jabalpur,38 MINS,"North Indian, Desserts, Beverages",₹750 FOR TWO,Asanzo
jabalpur,44 MINS,"Chinese, Fast Food, Snacks",₹350 FOR TWO,Clock Tower
jabalpur,46 MINS,North Indian,₹400 FOR TWO,Spicy Punjabi Dhaba
jabalpur,34 MINS,"Snacks, Chinese, North Indian, Biryani, Fast Food",₹300 FOR TWO,Celebrations The Food Junction
jagtial,25 MINS,Biryani,₹500 FOR TWO,Sangeeth Family Restaurant
jagraon,-- MINS,"Chinese, Beverages",₹250 FOR TWO,Balaji Baker & Fast food
jagraon,-- MINS,Italian,₹150 FOR TWO,New new York pizzeria
jagraon,-- MINS,"North Indian, Chinese",₹300 FOR TWO,City Grace
jagraon,-- MINS,"Chinese, Fast Food",₹150 FOR TWO,Chai Mantra
jagraon,-- MINS,North Indian,₹150 FOR TWO,Sant Naan Point
jagraon,-- MINS,"Chinese, Fast Food",₹250 FOR TWO,NFC spl Dosa Point
jabalpur,40 MINS,North Indian,₹300 FOR TWO,Riyaz Hotel
jabalpur,43 MINS,"Fast Food, North Indian",₹200 FOR TWO,RH Chicken Point
jagtial,29 MINS,"Desserts, Sweets, Beverages",₹199 FOR TWO,Food Choice Stone Icecream
jagtial,30 MINS,Biryani,₹400 FOR TWO,Sukhibhava Ac Family Restaurant
jagtial,29 MINS,American,₹150 FOR TWO,Pizza house
jagtial,25 MINS,Biryani,₹400 FOR TWO,Food Choice Family Restaurant
jagtial,25 MINS,Beverages,₹250 FOR TWO,shakes and candy
jagtial,31 MINS,American,₹200 FOR TWO,Mana Adda
jagtial,36 MINS,"Ice Cream, Desserts",₹199 FOR TWO,Seasonal Stone Ice
jagraon,-- MINS,Biryani,₹200 FOR TWO,Biryani Hutt
jagraon,-- MINS,North Indian,₹100 FOR TWO,Amritsari spl kulcha chur chur
jagraon,-- MINS,"Fast Food, North Indian",₹200 FOR TWO,Street Wok
jagraon,-- MINS,"Indian, Fast Food, Snacks, Healthy Food, Italian",₹150 FOR TWO,Burger Nest Jagraon
jagtial,-- MINS,"Desserts, Sweets, Beverages",₹250 FOR TWO,Pickup Point Bakery
jagtial,-- MINS,"Biryani, South Indian",₹250 FOR TWO,Gana Biryani Point
jagtial,-- MINS,"Desserts, Sweets, Beverages",₹200 FOR TWO,Cakes N Bakes
jagtial,-- MINS,"Bakery, Beverages, Desserts, Snacks",₹100 FOR TWO,On Tea
jagtial,-- MINS,American,₹249 FOR TWO,Honey Bees
jalalabad,-- MINS,"Italian, Desserts, Beverages",₹200 FOR TWO,Creambell Shoppe
jalalabad,-- MINS,North Indian,₹150 FOR TWO,VERMA NUTRI KULCHA
jagraon,-- MINS,Fast Food,₹150 FOR TWO,DAWAT-E DRINK
jagraon,-- MINS,"North Indian, Punjabi",₹250 FOR TWO,Honey fish & chicken point HFC
jagraon,-- MINS,Indian,₹150 FOR TWO,Jeete da dhaba
jagraon,-- MINS,"North Indian, Punjabi",₹150 FOR TWO,Punjabi Rasoi Pure veg
jalalabad,-- MINS,"Pizzas, Beverages",₹150 FOR TWO,SS HUT
jalalabad,-- MINS,Bakery,₹200 FOR TWO,SATISH BAKERY
jalalabad,-- MINS,"North Indian, Chinese",₹250 FOR TWO,Pizza.Com
jalalabad,-- MINS,Fast Food,₹250 FOR TWO,The Junk Food
jalalabad,-- MINS,"Italian, Chinese, Fast Food",₹200 FOR TWO,Pizzeria Hut
jalalabad,-- MINS,"Desserts, Bakery",₹100 FOR TWO,Anmol Cake House
jalalabad,-- MINS,"Italian, Beverages",₹200 FOR TWO,Italiano Slice
jalalabad,-- MINS,"Fast Food, Italian, Punjabi",₹250 FOR TWO,Ashish Confectionery
jaipur,-- MINS,Bakery,₹300 FOR TWO,Cake World
jaipur,-- MINS,Fast Food,₹200 FOR TWO,Bismillah Rizk
jaipur,-- MINS,"Bakery, Desserts",₹250 FOR TWO,CAKE UFO
jaipur,-- MINS,"North Indian, Thalis, Combo",₹200 FOR TWO,Silver Spoon
jaipur,-- MINS,Chinese,₹150 FOR TWO,MOMO JOJO
jaipur,-- MINS,"Ice Cream, Bakery",₹300 FOR TWO,Cakes and icecream
jaipur,-- MINS,Indian,₹250 FOR TWO,Yash take away
jaipur,-- MINS,Pizzas,₹150 FOR TWO,PIZZA EXPRESS
jaipur,-- MINS,Fast Food,₹150 FOR TWO,Robin burgers
jaipur,-- MINS,Bakery,₹500 FOR TWO,CAKE STAR
jaipur,-- MINS,"Thalis, Snacks, Chinese, Biryani, Desserts, North Indian",₹400 FOR TWO,Hanuman Veg Dhaba 24/7
jaipur,-- MINS,Bakery,₹150 FOR TWO,Sweetie pie cake
jaipur,-- MINS,Chinese,₹400 FOR TWO,Wow! Momos Point
jaipur,-- MINS,Chinese,₹400 FOR TWO,Yo Yo! China
jaipur,-- MINS,Healthy Food,₹200 FOR TWO,Royal Egg Farm
jalandhar,-- MINS,Fast Food,₹300 FOR TWO,MOTU PATLU
jalandhar,-- MINS,North Indian,₹100 FOR TWO,Jain Poori Wala
jalandhar,-- MINS,North Indian,₹200 FOR TWO,Green Vaishno Dhaba
jalandhar,-- MINS,North Indian,₹400 FOR TWO,Ekam Vaishno Dhaba
jalgaon,-- MINS,"North Indian, Maharashtrian, Snacks",₹150 FOR TWO,Jalebi Junction
jalandhar,-- MINS,"South Indian, Bakery",₹200 FOR TWO,Chhabra Sweets & Delights
jalandhar,-- MINS,"North Indian, Sweets, Snacks",₹100 FOR TWO,Sh. Narayan dass ji bare wale
jalgaon,-- MINS,Maharashtrian,₹150 FOR TWO,Famous Chat Bhandar
jalgaon,-- MINS,Biryani,₹150 FOR TWO,Super YADGAR Biryani - Original 
jalgaon,-- MINS,Maharashtrian,₹200 FOR TWO,The Coriander Pure Veg Restaurant and Chaat Center
jalgaon,-- MINS,"Biryani, Fast Food, North Indian",₹99 FOR TWO,"Tanu"" s Foods "
jalandhar,-- MINS,"North Indian, Continental",₹200 FOR TWO,Indulged
jalandhar,-- MINS,Bakery,₹300 FOR TWO,FnP cakes 'n' more
jalandhar,-- MINS,North Indian,₹250 FOR TWO,Sunny Food Corner
jalandhar,-- MINS,Beverages,₹200 FOR TWO,Yadav Chole Bhature
jalandhar,-- MINS,"Fast Food, Pizzas",₹200 FOR TWO,Delicious Fast food
jalgaon,-- MINS,"Fast Food, Indian",₹150 FOR TWO,Ayasha Dairy & Snacks 
jalgaon,-- MINS,"Cafe, Chaat",₹100 FOR TWO,Amar Chat ( Ashok Theater Br.)
jalgaon,-- MINS,"Fast Food, Snacks",₹99 FOR TWO,R Fresh 
jalgaon,-- MINS,"Fast Food, Maharashtrian",₹99 FOR TWO,Jai Bajarang Nasta Center
jalgaon,-- MINS,"Beverages, Fast Food, North Indian",₹149 FOR TWO,Spice N Nice The Royal Food
jalandhar,-- MINS,North Indian,₹150 FOR TWO,Oberoi Special Chana Bhatura
jalna,-- MINS,Beverages,₹100 FOR TWO,Aloocan
jalgaon,-- MINS,"North Indian, South Indian",₹149 FOR TWO,Ruchira Pure Veg Restaurant 
jalgaon,-- MINS,"Indian, Maharashtrian",₹300 FOR TWO,Brijvilas Hindu Hotel
jalgaon,-- MINS,"Maharashtrian, North Indian",₹500 FOR TWO,Hotel Murli Manohar ( Akashwani )
jalgaon,-- MINS,"Snacks, Desserts",₹150 FOR TWO,Amar Ragda ( M J College )
jalgaon,-- MINS,"Fast Food, Ice Cream, Sweets",₹350 FOR TWO,Madhuram Sweets and Farsan
jalna,-- MINS,"Hyderabadi, Maharashtrian",₹100 FOR TWO,Cafe 1947
jalna,-- MINS,Desserts,₹100 FOR TWO,Bharkadevi Ice Cream
jalna,-- MINS,North Indian,₹200 FOR TWO,Hotel Indrabhuvan
jalna,-- MINS,"Fast Food, Sweets",₹100 FOR TWO,Shiv Samrat Sweets By Gajre Bandhu
jalna,-- MINS,"Cafe, Beverages",₹150 FOR TWO,The Coffee Cafe
jalna,-- MINS,"Indian, Italian, Fast Food",₹100 FOR TWO,FOOD PLAZA PAVBHAJI CORNER
jalna,-- MINS,"Fast Food, Chinese, Maharashtrian, Biryani",₹100 FOR TWO,Puna Chinese Corner
jalna,-- MINS,Desserts,₹200 FOR TWO,Vaishnavi Bake N Cake
jalna,-- MINS,Maharashtrian,₹100 FOR TWO,Kolhes Chavisht Dal Bati
jalna,-- MINS,"Maharashtrian, North Indian",₹100 FOR TWO,Shree Gajanan Bojanalay
jalna,-- MINS,"Maharashtrian, Indian, Chinese",₹200 FOR TWO,Jalna Palace
jalna,-- MINS,"Indian, Maharashtrian, South Indian",₹100 FOR TWO,Hotel Saraswati
jalna,-- MINS,"Chinese, Indian",₹100 FOR TWO,City Chinese
jalna,-- MINS,"Fast Food, Desserts, Ice Cream, Pizzas",₹200 FOR TWO,Disha Fast Food
janjgir,-- MINS,Italian,₹150 FOR TWO,Pizza Junction
janjgir,-- MINS,Desserts,₹50 FOR TWO,Sanwariya Icecream
janjgir,-- MINS,Desserts,₹100 FOR TWO,Kiran Juice Center
janjgir,-- MINS,"Bakery, Ice Cream, Street Food, Sweets",₹100 FOR TWO,Makkhan Mishri Sweets
jammu,-- MINS,"North Indian, Fast Food, Chinese",₹400 FOR TWO,Dadi Maa's Kitchen
jammu,-- MINS,"Chinese, North Indian",₹250 FOR TWO,Noon 2 Nite
jammu,-- MINS,North Indian,₹200 FOR TWO,Annpurna
jammu,-- MINS,North Indian,₹200 FOR TWO,Rasoi Vegan
jammu,-- MINS,Fast Food,₹300 FOR TWO,Bombay Special Pav Bhaji - Bahu Plaza
jammu,-- MINS,"Chinese, Fast Food, Snacks, South Indian",₹250 FOR TWO,Hungry Puppets
jammu,-- MINS,"North Indian, Fast Food",₹300 FOR TWO,Delicacy Family Restaurant
jammu,-- MINS,"North Indian, Fast Food",₹350 FOR TWO,The Chicken Villa
jalpaiguri,25 MINS,"North Indian, Fast Food",₹200 FOR TWO,Royal Sagar Food Plaza
jammu,-- MINS,Chinese,₹250 FOR TWO,Khullar's
jammu,-- MINS,North Indian,₹300 FOR TWO,Sharma Vaishno Bhojanalaya
jammu,-- MINS,"Sweets, Indian, Snacks",₹200 FOR TWO,Pahalwan's
jalpaiguri,31 MINS,Bengali,₹100 FOR TWO,Avinandan Restaurant
jalpaiguri,25 MINS,"North Indian, Chinese, Italian, Biryani, Bengali, Fast Food",₹200 FOR TWO,Daawat Biryani Popular Hotel & Restaurant
jalpaiguri,25 MINS,"North Indian, South Indian",₹0 FOR TWO,Pizza
jammu,-- MINS,Fast Food,₹200 FOR TWO,Crispy Hub
jammu,-- MINS,"Fast Food, North Indian, Snacks",₹250 FOR TWO,Foodie Hut
jammu,-- MINS,North Indian,₹300 FOR TWO,Healthy Grill
jammu,-- MINS,"South Indian, Maharashtrian, Snacks",₹250 FOR TWO,Bombay Pav Bhaji
jamnagar,-- MINS,"Gujarati, North Indian, Chinese, Beverages, Biryani, Fast Food",₹200 FOR TWO,Ramakant Hotel
jalpaiguri,25 MINS,"Beverages, Fast Food, Ice Cream",₹200 FOR TWO,Lassi King
jalpaiguri,25 MINS,"American, Beverages, Desserts, Pizzas, Snacks",₹200 FOR TWO,One Bite 
jalpaiguri,26 MINS,North Indian,₹0 FOR TWO,The Nirvana
