jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
R2R Team Leader Or Manager,White Horse Manpower Consultancy Private Limited,Bengaluru/Bangalore|Chennai,4-8years,Not Specified,"Knowledge of accounting and financial processes (budgeting , financial closure , reporting etc.). Experience in Management reporting or / and financial reporting",R2R|TL|GroupLeader|TeamCoach|TeamHandling|TeamManagement|PeopleManagement|TeamLeader|TeamManager|
"Team Lead, Talent Onboarding",Randstad Offshore Services Private Limited,Hyderabad/Secunderabad,7-12years,Not Specified,Proven expertise in managing a team as Team Lead level.Previous experience in setting up an HR/Financial/Operations/Shared Services Team would be of great advantage.,PeopleManagement|TeamLead|TALENTONBOARDING|TEAMLEADER|
"Retail Sales Manager Reqd. in Canada, Australia",Shalitin Immigrations LLP,Australia|Canada,2-8years,4500000 - 6000000 INR,"Retail sales managers oversee the day-to-day operations of retail stores sales departments. They make sure customer service representatives,store managers perform their duties to a high standard that & customers are satisfied with their experience.",Storesales|Marketing|CustomerService|ChannelSales|Businessdevelopment|StressManagement|Motivational|PeopleManagement|vendorrelationships|StaffingManager|SalesManager|
Software delivery Manager,Ikrux Solutions (Opc) Private Limited,Pune,11-13years,1500000 - 2500000 INR,Software Delivery management - product development with experience in people and resource management. |,ProductDevelopment|DeliveryManagement|PeopleManagement|ResourceManagement|Payments|
Sr. Manager - Development,Ikrux Solutions (Opc) Private Limited,Pune,10-13years,1200000 - 2500000 INR,"Experience in software delivery management, product development, people and resource management with preferred exposure in payements/banking/finance domain and a java background.",ProductDevelopment|PeopleManagement|ResourceManagement|Payments|SoftwareDelivery|
Recruiter,Aspire Group of Services,Kolkata,25-35years,Not Specified,Required to recruit senior people . Age group 52 years to 60 years  . |  Retaired and VRS people preferred.,PartTimejobforSeniorageandTopmanagementpeople|
Hiring For Team Leader - Back office process(Male/Female),Jobs Expert Private Limited,Lucknow,0-1years,160000 - 260000 INR,"ANY DEGREE CAN APPLY Handling Branch Operations Handling Client / Customer queries Handling Cash / Payment clearance All Banking Operations i.e. Teller, Cashier, Document Verification, Trade Finance etc Please apply for the job in Naukri.com",TeamHandling|TeamManagement|RelationshipManagement|PeopleManagement|TL|TeamLeader|
Assistant Manager - Operations (OHC),Advance Jobs Private Limited,Chennai,6-8years,Not Specified,|   Responsible for Managing all the operational needs at Onsite Health Centers |   Responsible for Service Manpower requirements of OHC Centers |   Responsible for collecting all the receivables & follow up the same. |   Responsible for scrutinizin,Strongnegotiationandinfluencingskills|People/teammanagementskills|Strongcommunication&interpersonalskills|
Team Leader/ Assistant Manager Operations(International Chat)- PuneCALL-8766285530),White Horse Manpower Consultancy Private Limited,Pune,2-10years,400000 - 700000 INR,"TOP BPO- Pune |  Team Leader/ Assistant Manager Operations |  International Banking/ Chat Process |  CTC:7L |  Shifts-24/7 |  Skills- 2+yr exp as a TL/ AM ops n International Chat/ Banking Process |  Must have worked on Attrition, Shrinkage, SLA, CSAT |   |  8766285530 |",TeamManagement|AssistantManager|AssistantManagerOperations|KPI|TeamLeaderOperations|CustomerSatisfaction|shrinkage|Attrition|AHT|NPS|Kra|PeopleManagement|CSAT|SLA|TeamLeading|
Team Leader,Galleon Consultants,Delhi|Noida,3-8years,350000 - 670000 INR,"Monitor team members participation to ensure the training they are being provided is being put into use, and also to see if any additional training is needed |",TeamHandling|TeamManagement|PeopleManagement|HandlingTeam|TeamLeader|TeamManager|
Team Leader for Underwriting and Post Closing Dept call 8553281886,Manisha Lifespaces Consulting Private Limited,Bengaluru/Bangalore,3-8years,Not Specified,"Team Lead - US Mortgage - Underwriting and Post Closing · Any graduates with Excellent Communication skills. · Must have 4+ Yrs. of Working in US Mortgage. · 3+ Yrs. Of Experience in US Mortgage Post Closing, Underwriting is mandatory.",TL|GroupLeader|TeamCoach|TeamHandling|TeamManagement|PeopleManagement|USMortgageprocess|TeamLeader|
Senior Associate,S S I Security And Facilities Services,Bengaluru/Bangalore|Hyderabad/Secunderabad,5-10years,320000 - 750000 INR,Urgent Requirement,TeamManagement|ProjectAndManager|TeamHandling|RegionalHead|PeopleManagement|TeamLeader|
LEAD Associate- General Ledger,Job World,Bengaluru/Bangalore|Hyderabad/Secunderabad,1-5years,360000 - 550000 INR,The position falls in the entry level and the role itself is an exciting mix of operational delivery and an opportunity to explore the talent in you. Hiring immediately !,R2R|monthendclosing|GeneralLedger|PeopleManagement|IndirectTaxation|BalanceSheet|SAP|Gl|
Team Leader Origination (US Mortgage),Enfuse Solutions Private Limited,Bengaluru/Bangalore,2-6years,450000 - 800000 INR,*Good domain Knowledge on end to end origination & US mortgage,TeamHandling|UsMortgage|PeopleManagement|TeamLeader|
