jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
Sales Executive,Tracks & Towers Infratech Private Limited,Hyderabad/Secunderabad,0-5years,150000 - 300000 INR,"Good communication skills, MS office proficiency, Able to read or write in English, Hindi and Local language, willing to travel, should be able to manage and close calls independently. candidates required preferable from Hotel industry/FMCG",Sales|BD|Marketing|DirectSales|SalesExecutive|
Business Development Manager,Quick Solutions,Hyderabad/Secunderabad,5-10years,150000 - 250000 INR,To Develop the existing Diagnostics Business across Telangana State,BusinessDevelopmentManager|BD|Marketing|
Sales Executive - Field Sales - Yashwanthpur Industrial Suburb -Bangalore,Mahathi Infra Services Private Limited,Bengaluru/Bangalore,1-3years,200000 - 350000 INR,Only Male candidates required. Graduation is must. Min 1-2yrs for Sales Business development experience is must. Driving License with Vehicle is mandate. Experience in the B2B domain. Maintaining and Increasing sales of your company's products,SalesOfficer|Marketing|Selling|Bde|BD|Sales|SalesExec/SalesRepresentative|LeadGeneration|
Engineer - BD,R2S Technologies,Hyderabad/Secunderabad,0-1years,Not Specified,Looking for Engineer - BD,Engineer-BD|EngineerBusinessDevelopment|BusinessDevelopment|Engineersales|
BD Associate – Intern/Sr.BD Executive/Asst. Manager BD,Next Career Point,Noida,Fresher,200000 - 300000 INR,"A trainee may be put on one or multiple project types and will assist his/her mentor in successful completion of the project. Gradually, the trainee is expected to independently work on the projects with minimum supervision of the mentor.",BusinessDevelopment|Sales|LeadGeneration|ClientAcquisition|MarketDevelopment|ClientServicing|
job for Business Dovelopment Executive,Square Yards Consulting Private Limited,Chennai|Mumbai|MumbaiCity|NaviMumbai|Thane,0-4years,320000 - 650000 INR,Urgent Hiring For Business Dovelopment Executive,BusinessDevelopmentManager|BD|Sales|Marketing|Insurance|DirectSales|
SALES ASSOCIATE- BUSINESS DEVELOPMENT EXECUTIVE- SALES MANAGER -RELATIONSHIP MANAGER -,SR Group,Gurgaon/Gurugram|Hyderabad/Secunderabad,1-2years,Not Specified,Square Yards is Hiring for Multiple Sales Profile,"""SalesExecutive""|""fieldsales""BD|"
Business Development Manager,Orissa Doot Private Limited,Ludhiana,5-12years,620000 - 960000 INR,"Urgent requirement for Business Development Manager having Knowledge of  Tractor spare parts, OEM, Tier 1, Tier 2, taking care of Business expansion. Job location will be Ludhiana.",BusinessDevelopmentManager|BD|Marketing|Relationshipmanager|
Sales Executive(FMCG),Antra Inc,Bhubaneswar,0-4years,Not Specified,Opening for Sales Executive(FMCG) in Odisha location,SalesRepresentative|Marketing|BD|DirectSales|
Assistant Sales Manager,Orissa Doot Private Limited,Bengaluru/Bangalore,3-6years,Not Specified,"Experienced in any Automation Sales (Home Automation, BMS, CCTV, LED Lights). Worked with any Dealers/Channels/Distributors for Automation product",automationsales|Sales|Businessdevelopment|Selling|BD|AccountManager|
