jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
Part Time/ Full Time/ Home Based Work- No Target| Limited Vacancy,Free Lancer Rishi Kumar,Cuttack|Kashipur,Fresher,Not Specified,Urgent openings for back office candidate |       No. of openings=50 |       working hours:3hours to 6hours |       Salary:18000-30000 |       basic knowledge of computer and typing |       Experience not required,ACOMPLETESETTLEDJOBFORRESTOFYOURLIFE|
