jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
Oracle ADF,Redefined Corp,Oman,4-7years,Not Specified,Job Description: |  Responsibilities: |  ·         Design and Develop ADF Web Application to meet/exceed specified requirements |  ·         Ensure that software is written according to industry standard practices |  ·         Investigate and resolve bugs and te,Java.|Sdlc|
IMS DB,Best infosystems Ltd,Bengaluru/Bangalore,5-9years,Not Specified,•	5-8 years of strong hands on experience in Mainframe technology,ImsDb|Pl1|Cobol|CICS|DB2|JCL|Itil|Sdlc|
Full Stack Engineers,C P Careers Private Limited,Noida|Pune,3-6years,Not Specified,"• Strong experience in building smooth UI/UX workflows to satisfy the business requirements. |  • Should have experience with both SQL and NoSQL databases. Experience with inmemory databases like Redis is a plus.NodeJS micro-services,CI/CD pipelines.",CI/CD|Node.js|CSS|JavaScript|AJAX|Sdlc|
PROJECT MANAGER,Pozent Corporation,Bengaluru/Bangalore|Chennai,8-12years,1500000 - 2500000 INR,"Job Summary |   |  The Role |   |  The Project Manager (PM) will fuel the growth of the company by working with four key stakeholders: internal engineering teams, Engagement Managers, client managers and Soroco’s senior leadership to deliver proprietary systems",BACKEND|ProjectManager|AGILE|Sdlc|Java|.NET|ASP.NET|PYTHON|
Sofware Test Engineer Software Tester Software QA,Sunsea E Services Private Limited,Hyderabad/Secunderabad,3-8years,Not Specified,"'Sofware Test Engineer', 'Software Tester', 'Software QA', 'Sofware Quality Analyst'",ManualTesting|AutomationTesting|TestCaseExecution|Stlc|Sdlc|Selenium|
Automation Tester,Jarus Technologies India Private Limited,Chennai,5-8years,Not Specified,7years of experience in Quality Assurance/Software Testing or Information technology field.,QualityAssurance|SoftwareTesting|AutomationTester|Sdlc|
COBOL (Mainframe) Developer,Axs Solutions And Consulting Private Limited,Chennai|Mumbai,3-5years,520000 - 740000 INR,We are looking for COBOL programmers  who write and work  with computer programs  using COBOL,MainframeProgrammer|Cobol|SdlcLifeCycle|DB2|Linux|IbmMainframe|As400|
Technical Leader / .net Lead / Dot Net Lead/ Dot Net developer/ Tech Lead,C P Careers Private Limited,Hyderabad/Secunderabad,8-15years,Not Specified,Enforce compliance with coding guidelines using code reviews etc.  |     Schedule work to meet completion dates & technical specifications.  |     Ensure that the requirements are adequately defined & designs are fully documented. |     To handle tasks independently.,Aps.Net|C#|Mvc|EntityFramework|MVCframework|SdlcProcess|OopsConcepts|DotNet|.NET|
Software Tester / Quality Analyst,Orcapod Consulting Services Private Limited,Mumbai,2-4years,200000 - 400000 INR,"We are looking for a qualified Software Tester who has experience in Manual testing with bug tracking tools like JIRA, Mantis, BugZilla Etc.",SoftwareTester/softwaredevelopment/FRS/BRS/QualityAnalyst/SoftwareTesting/STLC/SDLC|
Deputy Manager-Informatics,Adal Immigrations LLP,Bengaluru/Bangalore,10-12years,Not Specified,Looking to hire a Professional who would be responsible for research informatics operations and support for informatics applications,Informatics|DataLake|Datawarehouse|Sdlc|Csv|
