jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
Supply Chain Management,Startech Placement Services,Pune,Fresher,150000 - 220000 INR,Supply Chain Management,SupplyChainManagement|
Supply Chain Management,Startech Placement Services,Pune,Fresher,180000 - 220000 INR,Urgent vacancy for SCM (supply chain management) department |,Scm|SupplyChain|SupplyChainManagement|Warehouse|Logistics|Transportation|
Manager - Warehouse - Brewery/ Distillery,JDC Recruitment Services,Bengaluru/Bangalore|Chennai,5-10years,710000 - 1850000 INR,We are hiring Hurry up apply,MaterialManagement|InventoryManagement|WarehouseOperations|Logistics|SupplyChain|Warehouse|SupplyChainManagement|
Inventory Control Manager,Adal Immigrations LLP,Bengaluru/Bangalore|Hyderabad/Secunderabad,3-7years,409999 - 650000 INR,"Forecast levels of demand for services and products and constant check on stock levels. |  Maintain records of goods ordered and received. |  Locate vendors of materials, equipment or supplies, and interview them in order to determine product availability",InventoryControl|Logistics|Warehouse|SupplyChain|Transportation|Freight|Scm|SupplyChainManagement|Inventory|
Supply Chain Management Required in Canada| Australia |Dubai,Diraa HR Services,Australia|Canada,2-7years,2500000 - 5000000 INR,Create and maintain contact with vendors and customers to ensure timely delivery of goods.,SupplyChainManagement|InventoryManagement|Documentation|PurchaseOrder|Sapmm|Procurement|Sourcing|Materials|VendorDevelopment|workorder|SupplyChain|
Supply Chain Management,Pear Visa Immigration Services Private Limited,Coimbatore,0-4years,Not Specified,immediate openings for supply chain management,SupplyChainManagement|
Logistics & Supply Chain Managers are required CANADA & AUSTRALIA,Hopes Technology,Australia|Canada,3-8years,4000000 - 8000000 INR,"IT systems to manage stock levels, delivery times & transport costs. Supervise orders and arrange stocking of raw materials |  Vendor Management Technology functional, operational and business requirements for products and services |  Plan & track shipment",supplychainprofessional|LogisticManagement|customerservice|logistics|SupplyChain|Transportation|Scm|SupplyChainManagement|Warehouse|Inventory|
Logistics,Cloud Visa Immigration LLP,Chennai,0-5years,350000 - 869999 INR,"CT.MAYA.9940216532.we are urgently requirement for logistics. fresher/experience. all aspect of supply chain continuous improvement. with the competency in purchasing process, contract awarding process warehousing, logistic management, and inventory.",Logistics|SupplyChain|Transportation|Freight|SupplyChainManagement|Warehouse|
Warehouse Manager Required in Canada,HR Connect One Consultants,Canada|NewZealand,3-8years,4050000 - 5050000 INR,"processing orders |    operating mechanical and IT systems |    liaising with transport companies, suppliers and clients |    training, supervising and appraising staff |    maintaining statistical and financial records |    devising rotas for staff |    ensuring that quality",WarehouseManager|WarehouseAssistant|SupplyChainManagement|SupplyChainManager|
Urgent Opening for the position of GM- Operations with a manufacturing company at Andheri( E),Tirupati Transport Corporation,Mumbai|MumbaiCity|NaviMumbai|Thane,20-30years,Not Specified,"Total 20 years in production, Purchase, Vendor development and with   minimum 5 years experience at senior level for supply chain including client facing, complaints, requirements",operations|Production|SupplyChainManagement|
Supply Chain Executive,Shalitin Immigrations LLP,Patna,8-12years,409999 - 620000 INR,EXECUTIVE WHO IS CAPABLE OF HANDLING FMCG COMPANY WAREHOUSE WITH ANNUAL TURNOVER OF 300k METRIC TON ANNUALLY .,SupplyChainManagement|
Warehouse Manager Urgent Hiring  In Canada & Singapore,Career Mantra Management Services,Canada|Singapore,2-5years,3600000 - 5400000 INR,"As a warehouse manager, you'll be responsible for a vital part of the supply chain process, you'll manage people, processes and systems in order to ensure goods are received and dispatched appropriately, and that productivity targets are met.",WarehouseManager|PurchaseManager|FleetManagement|WarehouseManagement|CustomsDocumentation&clearance|ShoreOperations|Inventory|Logistics|Store|WarehouseManagement|SupplyChainManagement|SupplyChain|SupplyChainPlanner|PurchaseExecutive|Wm|
MNC Required  Quality Engineers /Mechanical Maintenance Engineers,Salvavidas Pharmaceutical Private Limited,Hyderabad/Secunderabad|Pune,3-5years,229999 - 540000 INR,Requirement Mechanical engineers For MNC PVT Ltd. Companies |    Direct Joining Available |    Post:Quality & Maintenance Engineers |   Salary 28k to 30k  |  Education:BE/Dip any Stream |    Any Passout Year Can apply |    More Details |     9371274040  |     HR Megha |,Plc|Transportation|SupplyChainManagement|BreakdownAnalysis|UtilityMaintenance|PlantManager|SCADA|plantaAutomation|
Logistic Executive / Logistics / Supply Chain Management / Supply Chain,Diraa HR Services,Surat,0-5years,Not Specified,"Logistic Executive For Surat–2 Post |   Male / Female |   Pharma Industry |   Any Graduates / MBA / Relevant in Degree in Supply Chain / Logistics |   6 months of work experience in Pharma Logistic / Chemical Pharma  |   MS Office, English Communication  |",LogisticsExecutive|SupplyChainExecutive|LogisticsOfficer|Logistics|SupplyChain|SupplyChainManagement|
Openings for Logistics/SCM/Order management,Diraa HR Services,Coimbatore,0-5years,Not Specified,"A Logistics Manager supervises the movement, distribution and storage of supplies and materials in a company. They are tasked with planning routes, analyzing budgets, and processing shipments.",LogisticsExecutive|LogisticsOfficer|LogisticsManager|Scm|Transportation|SupplyChain|Warehouse|SupplyChainManagement|
Immediate openings for PURCHASE/LOGISTICS AND SUPPLY CHAIN MANAGEMENT,Navyah Immigration Services Private Limited,Chennai|Coimbatore,0-10years,Not Specified,we are hiring candidates for PURCHASE/LOGISTICS/PROCUREMENT AND SUPPLY CHAIN MANAGEMENT |   |  Monitoring team |   |  Planning connection |   |  Maintaining report |   |  Planning for pick up and Delivery |   |  Maintaining database |   |  Co-ordinating for operation.,LogisticsCoordinator|SupplyChainManagement|WarehouseSupervisor|LogisticsHead|PurchaspureManager|PurchaseEngineer|PurchaseExecutive|
Supply and Distribution Managers for Canada / USA,Manheer Singh (Proprietor Of BigBoss Decor),Australia|Canada,2-5years,2750000 - 4570000 INR,"Track all movements of supplies and finished goods, and ensuring re-ordering and re-stocking at optimal times...",SupplyChain|SupplyChainManagement|SupplyChainLogistics|SupplyManagement|SupplyPlanning|
Warehouse Executive / Supervisors,JDC Recruitment Services,Surat,1-3years,220000 - 350000 INR,Role: Warehouse Executives / Warehouse Associates / Warehouse Supervisors for various roles within Warehousing under dispatch /Customer fulfillment / Refurbishment / Quality control.,Warehouse|Dispatch|SupplyChainManagement|LogisticsManagement|Inventory|QualityControl|
Warehouse Manager,ABP Empower,Ahmedabad|Kolkata,4-7years,Not Specified,Ensuring effective and efficient warehouse and logistics operations. |  Receipt and issuanc​​e of deliveries and other material. |  Coordination and documentation of dispatched goods. |,WarehouseManager|SupplyChain|Logistics|Warehouse|Transportation|Freight|Scm|SupplyChainManagement|Inventory|
Marketing Manager @ Transportation Industry,Goodrich Gasket Private Limited,Mohali|Chandigarh,3-10years,250000 - 300000 INR,"Urgent opening for Marketing Manager in Logistic & Transport Industry @ Chandigarh, Mohali, Zirakpur, Baddi. |     |    Experienace - Minimum 3 Years experience of logistic service/ Transportation /Marketing /Sales or service executive. |     |    Salary - 20k to 25k,",Logistic|logistics|Scm|Freight|SupplyChainManagement|
SCM Head/ SCM Manager/ Supply chain- Head,Shalitin Immigrations LLP,Chennai,10-15years,1100000 - 1200000 INR,Responsible for overseeing and managing company's overall supply chain and logistics strategy and operations in order to maximize the process efficiency and productivity.,ScmLead|SCMhead|Scm|SupplyChainManagement|
Purchase Manager Reqd. in Canada & Singapore,SnapHunt Pte Ltd,Canada|Singapore,2-8years,6200000 - 9050000 INR,"Purchasing Managers develop purchasing strategies and oversee the purchasing team in their daily activities of sourcing suppliers and purchasing products, equipment, and services.",PurchaseManager|ProcurementManager|PurchaseVendorDevelopment|SupplyChainManagement|Sourcemanagement|VendorDevelopment|CategoryManagement|PurchaseFunctions|
Packaging Analytics Specialist,JDC Recruitment Services,Bengaluru/Bangalore,3-6years,Not Specified,Working on optimizing the packaging process in order to reduce the supply chain costs and increase efficiencies. Defining step-by-step approach to larger process changes. |,Operations|SupplyChainAnalytics|Design|SupplyChain|SupplyChainManagement|AnalyticalAbility|Packaging|Python|
